Name,Ticker,Party,Chamber,State,Buy Date,Sell Date
Ro Khanna,ABBV,Democrat,House,CA,2023-10-1,2024-5-28
Ro Khanna,ABNB,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,ABT,Democrat,House,CA,2023-10-1,2024-7-1
Ro Khanna,ACGL,Democrat,House,CA,2024-1-9,2024-8-4
Ro Khanna,ACN,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,ADBE,Democrat,House,CA,2023-1-10,2024-8-4
Ro Khanna,ADI,Democrat,House,CA,2023-1-8,2024-8-4
Ro Khanna,ADM,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,ADP,Democrat,House,CA,2023-3-13,2024-8-1
Ro Khanna,ADSK,Democrat,House,CA,2023-10-9,2024-9-8
Ro Khanna,AEE,Democrat,House,CA,2024-6-19,2024-8-19
Ro Khanna,AES,Democrat,House,CA,2024-8-1,2024-9-8
Ro Khanna,AFL,Democrat,House,CA,2023-10-9,2024-1-9
Ro Khanna,AIG,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,AIZ,Democrat,House,CA,2023-9-5,2024-10-10
Ro Khanna,AJG,Democrat,House,CA,2023-10-15,2024-1-9
Ro Khanna,AKAM,Democrat,House,CA,2024-8-1,2024-11-14
Ro Khanna,AL,Democrat,House,CA,2023-4-19,2024-4-15
Ro Khanna,ALB,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,ALGN,Democrat,House,CA,2023-10-1,2024-8-4
Ro Khanna,ALK,Democrat,House,CA,2023-10-30,2024-11-14
Ro Khanna,ALL,Democrat,House,CA,2023-2-12,2024-9-8
Ro Khanna,ALLE,Democrat,House,CA,2023-5-22,2023-10-1
Ro Khanna,AMAT,Democrat,House,CA,2023-1-8,2024-8-1
Ro Khanna,AMCR,Democrat,House,CA,2023-10-30,2024-11-11
Ro Khanna,AMD,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,AME,Democrat,House,CA,2023-10-9,2024-8-4
Ro Khanna,AMED,Democrat,House,CA,2023-1-10,2023-3-23
Ro Khanna,AMGN,Democrat,House,CA,2023-1-8,2024-8-1
Ro Khanna,AMP,Democrat,House,CA,2023-10-1,2024-10-13
Ro Khanna,AMT,Democrat,House,CA,2023-1-10,2024-4-22
Ro Khanna,AMZN,Democrat,House,CA,2023-1-10,2024-8-1
Ro Khanna,AN,Democrat,House,CA,2023-4-19,2023-6-27
Ro Khanna,ANET,Democrat,House,CA,2023-8-2,2024-7-22
Ro Khanna,ANSS,Democrat,House,CA,2023-10-1,2024-8-4
Ro Khanna,AON,Democrat,House,CA,2023-10-30,2024-5-28
Ro Khanna,APD,Democrat,House,CA,2023-11-2,2024-7-1
Ro Khanna,APH,Democrat,House,CA,2023-10-1,2024-11-11
Ro Khanna,APTV,Democrat,House,CA,2023-2-2,2024-6-30
Ro Khanna,ARE,Democrat,House,CA,2023-1-8,2024-8-4
Ro Khanna,AVB,Democrat,House,CA,2023-3-13,2024-4-25
Ro Khanna,AVGO,Democrat,House,CA,2023-10-30,2024-9-8
Ro Khanna,AVTR,Democrat,House,CA,2023-2-5,2024-9-9
Ro Khanna,AXP,Democrat,House,CA,2023-10-9,2024-4-15
Ro Khanna,BAC,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,BALL,Democrat,House,CA,2024-5-27,2024-8-1
Ro Khanna,BAX,Democrat,House,CA,2023-1-10,2024-8-1
Ro Khanna,BBWI,Democrat,House,CA,2023-11-2,2024-9-8
Ro Khanna,BBY,Democrat,House,CA,2023-11-2,2024-5-27
Ro Khanna,BDX,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,BEN,Democrat,House,CA,2023-10-1,2024-8-4
Ro Khanna,BG,Democrat,House,CA,2023-5-22,2024-2-12
Ro Khanna,BIIB,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,BK,Democrat,House,CA,2023-4-30,2024-4-15
Ro Khanna,BKNG,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,BLK,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,BMO,Democrat,House,CA,2023-4-19,2023-6-27
Ro Khanna,BMY,Democrat,House,CA,2023-10-9,2024-5-28
Ro Khanna,BNS,Democrat,House,CA,2023-4-16,2024-4-15
Ro Khanna,BP,Democrat,House,CA,2023-10-12,2024-3-7
Ro Khanna,BR,Democrat,House,CA,2023-10-30,2024-2-12
Ro Khanna,BRO,Democrat,House,CA,2023-9-5,2023-10-30
Ro Khanna,BWA,Democrat,House,CA,2023-11-2,2024-8-1
Ro Khanna,BX,Democrat,House,CA,2023-10-1,2024-11-11
Ro Khanna,BXP,Democrat,House,CA,2023-1-8,2024-8-1
Ro Khanna,CAH,Democrat,House,CA,2023-6-28,2024-2-12
Ro Khanna,CARR,Democrat,House,CA,2023-10-1,2024-4-22
Ro Khanna,CAT,Democrat,House,CA,2023-2-2,2024-7-1
Ro Khanna,CB,Democrat,House,CA,2023-10-1,2024-10-13
Ro Khanna,CBRE,Democrat,House,CA,2023-11-2,2024-11-14
Ro Khanna,CCI,Democrat,House,CA,2023-1-10,2024-5-28
Ro Khanna,CCK,Democrat,House,CA,2023-3-23,2024-2-12
Ro Khanna,CCL,Democrat,House,CA,2023-4-24,2024-8-4
Ro Khanna,CDNS,Democrat,House,CA,2023-1-19,2024-9-8
Ro Khanna,CDW,Democrat,House,CA,2023-5-22,2024-5-28
Ro Khanna,CE,Democrat,House,CA,2023-3-23,2024-9-8
Ro Khanna,CF,Democrat,House,CA,2023-5-18,2024-8-1
Ro Khanna,CFG,Democrat,House,CA,2023-10-15,2024-11-14
Ro Khanna,CHD,Democrat,House,CA,2023-2-9,2024-8-1
Ro Khanna,CHE,Democrat,House,CA,2023-1-10,2024-2-12
Ro Khanna,CHRW,Democrat,House,CA,2023-10-1,2023-11-2
Ro Khanna,CHTR,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,CI,Democrat,House,CA,2023-1-8,2024-8-1
Ro Khanna,CINF,Democrat,House,CA,2023-3-13,2024-8-1
Ro Khanna,CL,Democrat,House,CA,2023-10-1,2024-11-11
Ro Khanna,CLX,Democrat,House,CA,2023-11-2,2024-4-22
Ro Khanna,CM,Democrat,House,CA,2023-4-18,2023-6-27
Ro Khanna,CMA,Democrat,House,CA,2023-11-2,2024-8-1
Ro Khanna,CMCSA,Democrat,House,CA,2023-11-2,2024-9-8
Ro Khanna,CME,Democrat,House,CA,2023-1-10,2024-8-1
Ro Khanna,CMG,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,CMI,Democrat,House,CA,2024-6-19,2024-8-19
Ro Khanna,CMS,Democrat,House,CA,2023-4-24,2023-5-30
Ro Khanna,CNC,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,CNP,Democrat,House,CA,2023-4-19,2023-6-27
Ro Khanna,COF,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,COO,Democrat,House,CA,2023-10-1,2024-10-13
Ro Khanna,COR,Democrat,House,CA,2023-1-10,2024-10-10
Ro Khanna,COST,Democrat,House,CA,2023-1-10,2024-4-22
Ro Khanna,CPB,Democrat,House,CA,2023-6-28,2023-10-1
Ro Khanna,CPRT,Democrat,House,CA,2023-10-9,2024-9-8
Ro Khanna,CRH,Democrat,House,CA,2023-2-9,2024-3-7
Ro Khanna,CRI,Democrat,House,CA,2023-3-29,2024-9-2
Ro Khanna,CRL,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,CRM,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,CSCO,Democrat,House,CA,2023-11-2,2024-9-8
Ro Khanna,CSGP,Democrat,House,CA,2023-10-9,2024-9-8
Ro Khanna,CSX,Democrat,House,CA,2023-10-1,2024-11-11
Ro Khanna,CTAS,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,CTSH,Democrat,House,CA,2023-3-13,2024-8-1
Ro Khanna,CTVA,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,CUZ,Democrat,House,CA,2023-3-13,2023-5-18
Ro Khanna,CVS,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,CZR,Democrat,House,CA,2023-1-8,2024-4-22
Ro Khanna,DAL,Democrat,House,CA,2023-10-30,2024-9-8
Ro Khanna,DD,Democrat,House,CA,2023-11-2,2024-2-12
Ro Khanna,DDOG,Democrat,House,CA,2023-1-8,2023-4-9
Ro Khanna,DE,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,DEI,Democrat,House,CA,2023-3-13,2023-6-28
Ro Khanna,DELL,Democrat,House,CA,2024-6-19,2024-11-20
Ro Khanna,DFS,Democrat,House,CA,2023-10-1,2024-2-25
Ro Khanna,DG,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,DGX,Democrat,House,CA,2023-10-30,2024-2-12
Ro Khanna,DHI,Democrat,House,CA,2023-10-1,2024-7-1
Ro Khanna,DHR,Democrat,House,CA,2023-1-5,2024-9-8
Ro Khanna,DIS,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,DLR,Democrat,House,CA,2023-3-13,2024-9-8
Ro Khanna,DLTR,Democrat,House,CA,2023-10-9,2024-9-8
Ro Khanna,DOCU,Democrat,House,CA,2023-1-8,2023-3-13
Ro Khanna,DOV,Democrat,House,CA,2023-8-2,2023-10-30
Ro Khanna,DOW,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,DRI,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,DTE,Democrat,House,CA,2023-4-19,2024-9-8
Ro Khanna,DUK,Democrat,House,CA,2023-5-25,2024-4-15
Ro Khanna,DVA,Democrat,House,CA,2023-2-13,2023-6-28
Ro Khanna,DXC,Democrat,House,CA,2023-6-28,2023-9-5
Ro Khanna,DXCM,Democrat,House,CA,2023-10-1,2024-8-4
Ro Khanna,EA,Democrat,House,CA,2023-10-1,2024-4-22
Ro Khanna,EBAY,Democrat,House,CA,2023-3-13,2024-4-15
Ro Khanna,ECL,Democrat,House,CA,2023-3-13,2024-3-19
Ro Khanna,EFX,Democrat,House,CA,2023-10-9,2024-4-25
Ro Khanna,EL,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,ELAN,Democrat,House,CA,2023-1-4,2024-6-4
Ro Khanna,ELS,Democrat,House,CA,2023-3-23,2024-4-25
Ro Khanna,ELV,Democrat,House,CA,2023-10-30,2024-8-1
Ro Khanna,EMN,Democrat,House,CA,2023-1-8,2023-2-9
Ro Khanna,EMR,Democrat,House,CA,2023-10-30,2024-7-22
Ro Khanna,ENB,Democrat,House,CA,2023-4-24,2023-6-8
Ro Khanna,ENPH,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,EPAM,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,EQIX,Democrat,House,CA,2023-10-9,2024-9-8
Ro Khanna,EQR,Democrat,House,CA,2023-10-30,2024-5-28
Ro Khanna,ESS,Democrat,House,CA,2023-3-13,2024-4-25
Ro Khanna,ETN,Democrat,House,CA,2023-10-30,2024-11-11
Ro Khanna,ETSY,Democrat,House,CA,2023-11-2,2024-9-8
Ro Khanna,EW,Democrat,House,CA,2023-4-24,2024-8-4
Ro Khanna,EWBC,Democrat,House,CA,2023-3-13,2023-4-9
Ro Khanna,EXPD,Democrat,House,CA,2023-10-9,2024-11-14
Ro Khanna,EXPE,Democrat,House,CA,2023-11-2,2024-5-28
Ro Khanna,EXR,Democrat,House,CA,2023-10-18,2024-10-17
Ro Khanna,F,Democrat,House,CA,2023-1-19,2024-8-4
Ro Khanna,FAST,Democrat,House,CA,2023-10-30,2024-9-8
Ro Khanna,FCX,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,FDX,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,FE,Democrat,House,CA,2024-6-19,2024-8-19
Ro Khanna,FERG,Democrat,House,CA,2023-10-19,2024-5-2
Ro Khanna,FFIV,Democrat,House,CA,2023-5-22,2024-5-28
Ro Khanna,FI,Democrat,House,CA,2023-10-9,2024-5-28
Ro Khanna,FICO,Democrat,House,CA,2024-3-19,2024-4-22
Ro Khanna,FIS,Democrat,House,CA,2023-1-8,2024-11-11
Ro Khanna,FITB,Democrat,House,CA,2023-11-2,2024-6-30
Ro Khanna,FMC,Democrat,House,CA,2023-10-30,2024-9-8
Ro Khanna,FOXA,Democrat,House,CA,2023-11-9,2024-1-9
Ro Khanna,FSLR,Democrat,House,CA,2023-11-2,2024-9-8
Ro Khanna,FTNT,Democrat,House,CA,2023-1-8,2024-8-1
Ro Khanna,FTV,Democrat,House,CA,2023-10-9,2024-8-4
Ro Khanna,GE,Democrat,House,CA,2024-3-31,2024-4-4
Ro Khanna,GEHC,Democrat,House,CA,2023-1-10,2024-11-14
Ro Khanna,GEN,Democrat,House,CA,2023-3-13,2024-8-1
Ro Khanna,GEV,Democrat,House,CA,2024-4-22,2024-6-6
Ro Khanna,GEVO,Democrat,House,CA,2024-10-31,2024-10-31
Ro Khanna,GILD,Democrat,House,CA,2023-11-2,2024-4-25
Ro Khanna,GIS,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,GLW,Democrat,House,CA,2023-10-1,2024-7-8
Ro Khanna,GM,Democrat,House,CA,2023-1-10,2024-6-11
Ro Khanna,GNRC,Democrat,House,CA,2023-4-24,2024-6-30
Ro Khanna,GOOGL,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,GPC,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,GPK,Democrat,House,CA,2023-8-16,2024-9-24
Ro Khanna,GPN,Democrat,House,CA,2023-1-8,2024-8-1
Ro Khanna,GRMN,Democrat,House,CA,2023-11-2,2024-11-14
Ro Khanna,GTLB,Democrat,House,CA,2024-6-19,2024-7-22
Ro Khanna,GWW,Democrat,House,CA,2023-10-9,2024-11-14
Ro Khanna,HAS,Democrat,House,CA,2023-11-2,2024-6-30
Ro Khanna,HBAN,Democrat,House,CA,2023-11-2,2024-11-14
Ro Khanna,HCA,Democrat,House,CA,2023-1-10,2024-6-11
Ro Khanna,HD,Democrat,House,CA,2023-6-28,2024-7-9
Ro Khanna,HIG,Democrat,House,CA,2023-6-13,2023-10-9
Ro Khanna,HIW,Democrat,House,CA,2023-3-23,2023-11-2
Ro Khanna,HLT,Democrat,House,CA,2023-10-30,2024-11-11
Ro Khanna,HOLX,Democrat,House,CA,2023-10-30,2024-11-11
Ro Khanna,HON,Democrat,House,CA,2023-9-12,2024-8-5
Ro Khanna,HPE,Democrat,House,CA,2023-10-9,2024-8-4
Ro Khanna,HPQ,Democrat,House,CA,2023-10-30,2024-2-12
Ro Khanna,HRL,Democrat,House,CA,2023-2-13,2024-9-8
Ro Khanna,HSIC,Democrat,House,CA,2023-6-28,2024-9-8
Ro Khanna,HST,Democrat,House,CA,2023-11-2,2024-8-4
Ro Khanna,HSY,Democrat,House,CA,2023-6-25,2024-7-1
Ro Khanna,HUM,Democrat,House,CA,2023-1-10,2024-2-12
Ro Khanna,IBM,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,ICE,Democrat,House,CA,2023-10-1,2024-11-11
Ro Khanna,IDXX,Democrat,House,CA,2023-10-30,2024-7-1
Ro Khanna,IFF,Democrat,House,CA,2023-10-1,2024-2-20
Ro Khanna,ILMN,Democrat,House,CA,2023-10-1,2024-7-1
Ro Khanna,INCY,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,ING,Democrat,House,CA,2023-10-12,2024-1-11
Ro Khanna,INTC,Democrat,House,CA,2023-1-10,2024-8-4
Ro Khanna,INTU,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,INVH,Democrat,House,CA,2023-10-30,2024-5-28
Ro Khanna,IP,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,IPG,Democrat,House,CA,2023-10-30,2024-11-11
Ro Khanna,IQV,Democrat,House,CA,2023-1-8,2024-7-1
Ro Khanna,ISRG,Democrat,House,CA,2023-10-1,2024-6-6
Ro Khanna,IT,Democrat,House,CA,2023-2-15,2023-8-2
Ro Khanna,ITW,Democrat,House,CA,2023-10-1,2024-4-25
Ro Khanna,IVZ,Democrat,House,CA,2023-11-2,2024-11-14
Ro Khanna,JAZZ,Democrat,House,CA,2023-3-13,2023-5-18
Ro Khanna,JBHT,Democrat,House,CA,2023-10-30,2024-4-22
Ro Khanna,JBL,Democrat,House,CA,2024-3-19,2024-7-1
Ro Khanna,JCI,Democrat,House,CA,2023-10-30,2024-11-14
Ro Khanna,JKHY,Democrat,House,CA,2024-10-13,2024-11-14
Ro Khanna,JNJ,Democrat,House,CA,2023-10-1,2024-8-22
Ro Khanna,JNPR,Democrat,House,CA,2024-1-9,2024-5-27
Ro Khanna,JPM,Democrat,House,CA,2023-1-8,2024-8-1
Ro Khanna,K,Democrat,House,CA,2023-3-23,2024-2-12
Ro Khanna,KDP,Democrat,House,CA,2023-10-1,2024-6-30
Ro Khanna,KEY,Democrat,House,CA,2023-10-30,2024-11-14
Ro Khanna,KEYS,Democrat,House,CA,2023-10-1,2024-7-1
Ro Khanna,KHC,Democrat,House,CA,2023-9-5,2024-5-28
Ro Khanna,KIM,Democrat,House,CA,2023-11-2,2024-4-25
Ro Khanna,KKR,Democrat,House,CA,2023-1-10,2024-5-5
Ro Khanna,KLAC,Democrat,House,CA,2023-1-8,2024-5-28
Ro Khanna,KMB,Democrat,House,CA,2023-10-9,2024-5-28
Ro Khanna,KMX,Democrat,House,CA,2023-10-19,2024-7-10
Ro Khanna,KO,Democrat,House,CA,2023-1-8,2024-2-12
Ro Khanna,KR,Democrat,House,CA,2023-2-9,2024-8-1
Ro Khanna,KRC,Democrat,House,CA,2023-1-8,2023-6-25
Ro Khanna,KVUE,Democrat,House,CA,2023-8-28,2024-8-4
Ro Khanna,L,Democrat,House,CA,2023-3-13,2024-8-1
Ro Khanna,LBRDA,Democrat,House,CA,2023-3-13,2023-4-9
Ro Khanna,LCID,Democrat,House,CA,2023-1-10,2023-4-24
Ro Khanna,LEA,Democrat,House,CA,2023-2-15,2024-10-8
Ro Khanna,LH,Democrat,House,CA,2023-1-10,2024-3-19
Ro Khanna,LII,Democrat,House,CA,2024-6-19,2024-10-22
Ro Khanna,LIN,Democrat,House,CA,2023-10-1,2024-9-17
Ro Khanna,LKQ,Democrat,House,CA,2023-11-2,2024-8-4
Ro Khanna,LLY,Democrat,House,CA,2023-10-1,2024-6-6
Ro Khanna,LNC,Democrat,House,CA,2023-2-13,2024-8-1
Ro Khanna,LOW,Democrat,House,CA,2023-10-9,2024-5-28
Ro Khanna,LRCX,Democrat,House,CA,2023-5-22,2024-8-4
Ro Khanna,LULU,Democrat,House,CA,2023-10-30,2024-9-8
Ro Khanna,LUMN,Democrat,House,CA,2023-4-16,2023-5-22
Ro Khanna,LUV,Democrat,House,CA,2023-10-30,2024-8-4
Ro Khanna,LVS,Democrat,House,CA,2024-2-12,2024-8-1
Ro Khanna,LW,Democrat,House,CA,2023-6-25,2024-8-1
Ro Khanna,LYB,Democrat,House,CA,2023-1-8,2024-8-4
Ro Khanna,LYV,Democrat,House,CA,2023-5-22,2024-6-30
Ro Khanna,MA,Democrat,House,CA,2023-3-13,2024-9-8
Ro Khanna,MAA,Democrat,House,CA,2023-11-2,2024-11-14
Ro Khanna,MAS,Democrat,House,CA,2023-10-9,2024-5-28
Ro Khanna,MCD,Democrat,House,CA,2023-1-10,2024-5-28
Ro Khanna,MCHP,Democrat,House,CA,2023-1-8,2024-8-1
Ro Khanna,MCK,Democrat,House,CA,2023-1-10,2024-7-1
Ro Khanna,MCO,Democrat,House,CA,2023-10-1,2024-11-14
Ro Khanna,MDLZ,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,MDT,Democrat,House,CA,2023-1-10,2024-4-25
Ro Khanna,MELI,Democrat,House,CA,2023-1-8,2024-2-12
Ro Khanna,MET,Democrat,House,CA,2023-10-30,2024-5-28
Ro Khanna,META,Democrat,House,CA,2023-2-13,2024-9-8
Ro Khanna,MGM,Democrat,House,CA,2023-11-2,2024-8-4
Ro Khanna,MHK,Democrat,House,CA,2023-11-2,2024-7-25
Ro Khanna,MKC,Democrat,House,CA,2023-2-13,2024-7-1
Ro Khanna,MKTX,Democrat,House,CA,2024-4-25,2024-7-1
Ro Khanna,MMC,Democrat,House,CA,2023-10-30,2024-4-24
Ro Khanna,MMM,Democrat,House,CA,2023-11-2,2024-2-12
Ro Khanna,MNST,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,MO,Democrat,House,CA,2023-10-1,2024-10-13
Ro Khanna,MODG,Democrat,House,CA,2023-10-1,2024-3-19
Ro Khanna,MOH,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,MOS,Democrat,House,CA,2023-3-13,2024-1-9
Ro Khanna,MPLX,Democrat,House,CA,2023-4-19,2023-6-27
Ro Khanna,MPWR,Democrat,House,CA,2023-1-8,2024-3-24
Ro Khanna,MRK,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,MRNA,Democrat,House,CA,2023-11-2,2024-9-8
Ro Khanna,MRVL,Democrat,House,CA,2023-1-4,2024-11-20
Ro Khanna,MS,Democrat,House,CA,2023-11-2,2024-8-4
Ro Khanna,MSCI,Democrat,House,CA,2023-1-8,2024-6-30
Ro Khanna,MSFT,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,MTB,Democrat,House,CA,2023-1-8,2024-4-25
Ro Khanna,MTCH,Democrat,House,CA,2023-4-24,2023-5-3
Ro Khanna,MTD,Democrat,House,CA,2023-1-8,2024-11-14
Ro Khanna,MU,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,MUFG,Democrat,House,CA,2023-7-4,2024-4-15
Ro Khanna,NCLH,Democrat,House,CA,2023-4-24,2024-5-28
Ro Khanna,NDAQ,Democrat,House,CA,2023-6-25,2024-7-1
Ro Khanna,NDSN,Democrat,House,CA,2023-8-2,2024-5-28
Ro Khanna,NEE,Democrat,House,CA,2023-3-2,2023-5-4
Ro Khanna,NEM,Democrat,House,CA,2023-10-1,2024-7-1
Ro Khanna,NFLX,Democrat,House,CA,2023-10-30,2024-4-15
Ro Khanna,NGG,Democrat,House,CA,2023-2-9,2024-2-8
Ro Khanna,NKE,Democrat,House,CA,2023-1-5,2024-9-8
Ro Khanna,NOW,Democrat,House,CA,2023-1-10,2024-5-27
Ro Khanna,NSC,Democrat,House,CA,2023-10-1,2024-6-30
Ro Khanna,NTAP,Democrat,House,CA,2023-10-30,2024-9-8
Ro Khanna,NTR,Democrat,House,CA,2023-6-21,2024-4-15
Ro Khanna,NTRS,Democrat,House,CA,2023-10-30,2024-11-14
Ro Khanna,NUE,Democrat,House,CA,2024-7-1,2024-8-4
Ro Khanna,NVDA,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,NVO,Democrat,House,CA,2023-2-9,2024-7-11
Ro Khanna,NVR,Democrat,House,CA,2023-9-12,2024-9-12
Ro Khanna,NXPI,Democrat,House,CA,2023-4-19,2024-9-8
Ro Khanna,ODFL,Democrat,House,CA,2023-10-9,2024-8-1
Ro Khanna,OLPX,Democrat,House,CA,2023-4-9,2023-5-18
Ro Khanna,OMC,Democrat,House,CA,2023-10-30,2024-11-11
Ro Khanna,ON,Democrat,House,CA,2024-1-9,2024-9-8
Ro Khanna,ORCL,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,ORLY,Democrat,House,CA,2023-10-9,2024-11-11
Ro Khanna,PANW,Democrat,House,CA,2023-11-2,2024-9-8
Ro Khanna,PARA,Democrat,House,CA,2023-11-2,2024-8-1
Ro Khanna,PAYC,Democrat,House,CA,2023-1-8,2024-8-1
Ro Khanna,PAYX,Democrat,House,CA,2023-10-1,2024-6-30
Ro Khanna,PCAR,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,PENN,Democrat,House,CA,2024-2-1,2024-6-20
Ro Khanna,PEP,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,PFE,Democrat,House,CA,2023-1-10,2024-4-25
Ro Khanna,PFG,Democrat,House,CA,2023-10-9,2024-8-4
Ro Khanna,PG,Democrat,House,CA,2023-2-2,2024-3-19
Ro Khanna,PGR,Democrat,House,CA,2023-6-25,2024-7-1
Ro Khanna,PH,Democrat,House,CA,2023-10-19,2024-8-1
Ro Khanna,PLD,Democrat,House,CA,2023-1-8,2024-4-25
Ro Khanna,PM,Democrat,House,CA,2023-10-1,2024-4-22
Ro Khanna,PNC,Democrat,House,CA,2023-3-23,2024-9-8
Ro Khanna,PODD,Democrat,House,CA,2023-10-30,2024-11-14
Ro Khanna,POOL,Democrat,House,CA,2023-11-2,2024-7-1
Ro Khanna,PPG,Democrat,House,CA,2023-1-8,2024-7-1
Ro Khanna,PRU,Democrat,House,CA,2023-10-30,2024-8-4
Ro Khanna,PTC,Democrat,House,CA,2024-8-1,2024-9-8
Ro Khanna,PYPL,Democrat,House,CA,2023-11-2,2024-7-1
Ro Khanna,QCOM,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,QRVO,Democrat,House,CA,2024-5-28,2024-11-14
Ro Khanna,RCL,Democrat,House,CA,2023-4-24,2024-2-12
Ro Khanna,REG,Democrat,House,CA,2024-4-25,2024-5-28
Ro Khanna,REGN,Democrat,House,CA,2023-11-2,2024-8-1
Ro Khanna,RF,Democrat,House,CA,2023-10-9,2024-2-6
Ro Khanna,RHI,Democrat,House,CA,2023-11-2,2024-4-25
Ro Khanna,RJF,Democrat,House,CA,2023-10-30,2024-5-28
Ro Khanna,RMD,Democrat,House,CA,2023-10-1,2024-11-11
Ro Khanna,ROK,Democrat,House,CA,2023-10-9,2024-8-4
Ro Khanna,ROL,Democrat,House,CA,2023-10-1,2024-10-13
Ro Khanna,ROP,Democrat,House,CA,2023-5-3,2024-8-1
Ro Khanna,ROST,Democrat,House,CA,2023-10-1,2024-6-6
Ro Khanna,RSG,Democrat,House,CA,2023-10-1,2024-5-28
Ro Khanna,RY,Democrat,House,CA,2023-4-16,2023-6-27
Ro Khanna,SBAC,Democrat,House,CA,2023-10-8,2024-8-4
Ro Khanna,SBUX,Democrat,House,CA,2023-10-16,2024-9-8
Ro Khanna,SCHW,Democrat,House,CA,2023-10-9,2024-8-4
Ro Khanna,SEDG,Democrat,House,CA,2023-5-22,2023-6-25
Ro Khanna,SEE,Democrat,House,CA,2023-11-2,2024-4-25
Ro Khanna,SHW,Democrat,House,CA,2023-1-10,2024-7-1
Ro Khanna,SJM,Democrat,House,CA,2023-10-30,2024-5-27
Ro Khanna,SLG,Democrat,House,CA,2023-3-13,2023-5-18
Ro Khanna,SMFG,Democrat,House,CA,2023-2-9,2023-10-12
Ro Khanna,SNA,Democrat,House,CA,2023-10-9,2024-2-12
Ro Khanna,SNPS,Democrat,House,CA,2024-1-9,2024-9-8
Ro Khanna,SNV,Democrat,House,CA,2023-3-13,2023-5-18
Ro Khanna,SNY,Democrat,House,CA,2023-10-12,2024-4-11
Ro Khanna,SO,Democrat,House,CA,2023-4-20,2023-6-27
Ro Khanna,SPG,Democrat,House,CA,2023-4-19,2024-8-1
Ro Khanna,SPGI,Democrat,House,CA,2023-5-22,2024-4-22
Ro Khanna,SRE,Democrat,House,CA,2023-4-20,2023-5-30
Ro Khanna,SSNC,Democrat,House,CA,2023-9-12,2024-11-25
Ro Khanna,ST,Democrat,House,CA,2023-1-2,2023-7-18
Ro Khanna,STE,Democrat,House,CA,2023-10-1,2024-4-25
Ro Khanna,STLD,Democrat,House,CA,2024-6-19,2024-8-4
Ro Khanna,STT,Democrat,House,CA,2023-10-9,2024-7-1
Ro Khanna,STZ,Democrat,House,CA,2023-2-9,2024-8-4
