Name,Ticker,Party,Chamber,State,Buy Date,Sell Date,Buy Price,Sell Price,Trade Return %,Market Buy Price,Market Sell Price,Market Return %,Overperformance %
John Curtis,CSX,Republican,House,UT,2023-4-25,2023-12-3,30.194169214737382,32.81488800048828,8.679552555702577,4126.43017578125,4594.6298828125,11.3463620390137,-2.6668094833111233
John Curtis,ELV,Republican,House,UT,2023-4-25,2023-12-3,452.6437003953039,473.2687683105469,4.556579026114947,4126.43017578125,4594.6298828125,11.3463620390137,-6.789783012898753
John Curtis,EMR,Republican,House,UT,2023-9-12,2023-12-3,97.29065331455257,88.07902526855469,-9.46815313924922,4473.27001953125,4594.6298828125,2.7130010652468326,-12.181154204496051
John Curtis,EW,Republican,House,UT,2023-4-25,2023-12-3,88.47000122070312,68.36000061035156,-22.73086959746256,4126.43017578125,4594.6298828125,11.3463620390137,-34.07723163647626
John Curtis,KO,Republican,House,UT,2023-6-20,2023-12-3,58.39492901326942,56.48528289794922,-3.270225938430818,4396.10986328125,4594.6298828125,4.515811153615595,-7.7860370920464135
John Curtis,LLY,Republican,House,UT,2023-9-12,2023-12-3,585.046747625503,579.2545776367188,-0.9900354138011436,4473.27001953125,4594.6298828125,2.7130010652468326,-3.7030364790479764
John Curtis,PANW,Republican,House,UT,2023-9-12,2023-12-3,125.99500274658203,148.0800018310547,17.528472243373773,4473.27001953125,4594.6298828125,2.7130010652468326,14.815471178126941
John Curtis,SHW,Republican,House,UT,2023-6-20,2023-12-3,241.6693687135705,279.3731689453125,15.60139807226832,4396.10986328125,4594.6298828125,4.515811153615595,11.085586918652726
John Curtis,TMUS,Republican,House,UT,2023-6-20,2023-12-3,128.46806834096253,149.5367889404297,16.399966833430867,4396.10986328125,4594.6298828125,4.515811153615595,11.884155679815272
John Curtis,VLO,Republican,House,UT,2023-6-20,2023-12-3,108.29410609328893,121.8134994506836,12.483960434327338,4396.10986328125,4594.6298828125,4.515811153615595,7.968149280711743
John Fetterman,ADSK,Democrat,Senate,PA,2023-11-19,2024-10-16,215.3000030517578,289.19000244140625,34.319553340593956,4509.5498046875,5842.47021484375,29.557726777310044,4.761826563283911
John Fetterman,CNXC,Democrat,Senate,PA,2023-8-31,2024-7-18,77.22965185484564,66.97740173339844,-13.275017917621163,4517.009765625,5544.58984375,22.74912234959089,-36.024140267212054
John Fetterman,DUK,Democrat,Senate,PA,2023-5-3,2023-11-26,90.35239549006386,86.3807144165039,-4.395767319746071,4122.25,4559.33984375,10.60318621505246,-14.998953534798531
John Fetterman,FHN,Democrat,Senate,PA,2023-11-19,2024-10-14,11.651913977678527,16.196653366088867,39.00423052484475,4509.5498046875,5859.85009765625,29.943128503984273,9.061102020860478
John Fetterman,GE,Democrat,Senate,PA,2023-5-10,2023-9-14,80.14194454913597,91.39999389648438,14.047636865668963,4143.740234375,4505.10009765625,8.720620570844105,5.327016294824858
John Fetterman,KD,Democrat,Senate,PA,2023-5-3,2024-10-24,14.239999771118164,24.079999923706055,69.10112577772342,4122.25,5809.85986328125,40.93904695933653,28.162078818386895
John Hickenlooper,BATRA,Democrat,Senate,CO,2024-8-27,2024-8-29,45.5,45.91999816894531,0.9230728987809066,5602.89013671875,5591.9599609375,-0.19508102987097115,1.1181539286518778
John Hickenlooper,FWONK,Democrat,Senate,CO,2023-3-7,2024-6-2,72.29105377197266,74.13999938964844,2.557640982116407,4048.260009765625,5277.509765625,30.364891407519618,-27.80725042540321
John James,AAPL,Republican,House,MI,2023-11-9,2024-9-3,181.62879543623518,222.28077697753906,22.381903400100267,4391.41015625,5528.93017578125,25.903297097227274,-3.5213936971270066
John James,ABBV,Republican,House,MI,2023-11-9,2024-9-3,134.75672200870406,194.29164123535156,44.179554340006945,4391.41015625,5528.93017578125,25.903297097227274,18.27625724277967
John James,ABT,Republican,House,MI,2023-11-9,2024-9-3,92.5379943014257,113.52640533447266,22.680857945419717,4391.41015625,5528.93017578125,25.903297097227274,-3.2224391518075564
John James,ACN,Republican,House,MI,2023-11-9,2024-9-3,312.2602727031475,340.4940490722656,9.041744607697426,4391.41015625,5528.93017578125,25.903297097227274,-16.86155248952985
John James,ADI,Republican,House,MI,2023-11-9,2024-9-3,165.15284505682087,216.8444061279297,31.299225304489504,4391.41015625,5528.93017578125,25.903297097227274,5.39592820726223
John James,ADP,Republican,House,MI,2023-11-9,2024-9-3,219.06326171212976,271.305419921875,23.84797788613066,4391.41015625,5528.93017578125,25.903297097227274,-2.055319211096613
John James,AEP,Republican,House,MI,2023-11-9,2024-9-3,73.90036830764474,99.65719604492188,34.85344975555782,4391.41015625,5528.93017578125,25.903297097227274,8.950152658330545
John James,AMAT,Republican,House,MI,2023-11-9,2024-9-3,143.13931822700718,182.5193634033203,27.511689774754704,4391.41015625,5528.93017578125,25.903297097227274,1.60839267752743
John James,AMD,Republican,House,MI,2023-11-9,2024-9-3,114.0999984741211,136.94000244140625,20.017532228508728,4391.41015625,5528.93017578125,25.903297097227274,-5.885764868718546
John James,AMZN,Republican,House,MI,2023-11-9,2024-9-3,142.02000427246094,176.25,24.10223538781895,4391.41015625,5528.93017578125,25.903297097227274,-1.801061709408323
John James,APD,Republican,House,MI,2024-5-28,2024-9-3,259.23625857512087,271.8846435546875,4.879095636192192,5315.91015625,5528.93017578125,4.007216323639311,0.8718793125528812
John James,APTV,Republican,House,MI,2023-11-9,2024-9-3,74.13999938964844,70.11000061035156,-5.435660658852866,4391.41015625,5528.93017578125,25.903297097227274,-31.33895775608014
John James,AVGO,Republican,House,MI,2023-11-9,2024-9-3,89.35475234060293,151.42396545410156,69.46380745022141,4391.41015625,5528.93017578125,25.903297097227274,43.560510352994136
John James,AVTR,Republican,House,MI,2023-11-9,2024-9-3,18.389999389648438,25.1200008392334,36.59598517101212,4391.41015625,5528.93017578125,25.903297097227274,10.692688073784844
John James,AXP,Republican,House,MI,2023-11-9,2024-6-2,151.5054198252404,238.10382080078125,57.15861589336606,4391.41015625,5277.509765625,20.1780197669278,36.98059612643826
John James,AXTA,Republican,House,MI,2023-11-9,2024-5-5,29.56999969482422,35.20000076293945,19.039570937502177,4391.41015625,5127.7900390625,16.76864279608362,2.2709281414185583
John James,BAC,Republican,House,MI,2023-11-9,2024-9-3,26.986367118616066,39.960506439208984,48.07664278621237,4391.41015625,5528.93017578125,25.903297097227274,22.173345688985094
John James,BDX,Republican,House,MI,2023-11-9,2024-9-3,231.2017408775475,238.96347045898438,3.3571241946433914,4391.41015625,5528.93017578125,25.903297097227274,-22.546172902583884
John James,BLK,Republican,House,MI,2023-11-9,2024-9-3,633.7024710184429,872.1123046875,37.62173016082788,4391.41015625,5528.93017578125,25.903297097227274,11.718433063600607
John James,BMY,Republican,House,MI,2023-11-9,2024-1-17,49.474681878993515,47.60118103027344,-3.7867870546441007,4391.41015625,4739.2099609375,7.92000273972359,-11.70678979436769
John James,BP,Republican,House,MI,2023-11-15,2024-9-3,33.47597968957205,31.900985717773438,-4.7048480325408715,4505.2998046875,5528.93017578125,22.7205827685146,-27.42543080105547
John James,CAH,Republican,House,MI,2024-5-1,2024-9-3,101.58409923703972,113.64673614501953,11.874532528789224,5029.02978515625,5528.93017578125,9.94029488750519,1.9342376412840334
John James,CAT,Republican,House,MI,2023-11-9,2024-2-4,232.83827628385458,310.4148864746094,33.31780814945592,4391.41015625,4958.60986328125,12.91611775830123,20.40169039115469
John James,CB,Republican,House,MI,2023-11-9,2024-9-3,215.92623035498409,284.8514709472656,31.920735372894722,4391.41015625,5528.93017578125,25.903297097227274,6.017438275667448
John James,CCI,Republican,House,MI,2024-5-1,2024-9-3,88.3186665113207,108.27593231201172,22.596883070163763,5029.02978515625,5528.93017578125,9.94029488750519,12.656588182658572
John James,CIEN,Republican,House,MI,2023-11-9,2024-9-3,43.720001220703125,55.349998474121094,26.601090870763084,4391.41015625,5528.93017578125,25.903297097227274,0.6977937735358104
John James,CMCSA,Republican,House,MI,2023-11-9,2024-9-3,40.10718384981045,38.87946319580078,-3.061099125301634,4391.41015625,5528.93017578125,25.903297097227274,-28.964396222528908
John James,CME,Republican,House,MI,2023-11-9,2024-9-3,197.08288252326358,204.3998260498047,3.7126225438058635,4391.41015625,5528.93017578125,25.903297097227274,-22.19067455342141
John James,CMI,Republican,House,MI,2023-11-9,2024-9-3,211.4067101296036,301.3846740722656,42.56154588825527,4391.41015625,5528.93017578125,25.903297097227274,16.658248791027994
John James,COP,Republican,House,MI,2023-11-9,2024-9-3,111.03390902024046,108.20958709716797,-2.5436571115924966,4391.41015625,5528.93017578125,25.903297097227274,-28.44695420881977
John James,CSCO,Republican,House,MI,2023-11-9,2024-9-3,50.135315495596075,49.34408187866211,-1.578196145995068,4391.41015625,5528.93017578125,25.903297097227274,-27.481493243222342
John James,CTSH,Republican,House,MI,2023-11-9,2024-9-3,64.05065399713139,76.20902252197266,18.982426823285515,4391.41015625,5528.93017578125,25.903297097227274,-6.920870273941759
John James,CTVA,Republican,House,MI,2023-11-9,2024-9-3,48.45213704091084,55.26862716674805,14.068502530820599,4391.41015625,5528.93017578125,25.903297097227274,-11.834794566406675
John James,CVX,Republican,House,MI,2023-11-9,2024-9-3,134.2302844535092,141.62835693359375,5.511477912904879,4391.41015625,5528.93017578125,25.903297097227274,-20.391819184322394
John James,DEO,Republican,House,MI,2024-3-4,2024-9-3,144.81144864258602,127.57878875732422,-11.900067326716895,5130.990234375,5528.93017578125,7.7556168152544265,-19.65568414197132
John James,DFS,Republican,House,MI,2024-7-17,2024-9-3,139.65481164680483,137.0866241455078,-1.8389538255166704,5610.06982421875,5528.93017578125,-1.4463215428659908,-0.3926322826506796
John James,DG,Republican,House,MI,2023-11-9,2024-6-2,116.53825932201904,134.2826385498047,15.226226417844712,4391.41015625,5277.509765625,20.1780197669278,-4.951793349083088
John James,DLTR,Republican,House,MI,2023-11-9,2024-9-3,115.54000091552734,81.6500015258789,-29.331832370700617,4391.41015625,5528.93017578125,25.903297097227274,-55.23512946792789
John James,EA,Republican,House,MI,2024-2-22,2024-9-3,141.43731169130513,145.8509521484375,3.120563028492363,5038.830078125,5528.93017578125,9.726466065682875,-6.605903037190512
John James,ELV,Republican,House,MI,2023-11-15,2024-9-3,451.5116693352299,555.9886474609375,23.139374953371913,4505.2998046875,5528.93017578125,22.7205827685146,0.4187921848573133
John James,EOG,Republican,House,MI,2023-11-9,2024-9-3,116.41677786990138,121.87972259521484,4.69257509550594,4391.41015625,5528.93017578125,25.903297097227274,-21.210722001721333
John James,ETR,Republican,House,MI,2023-11-9,2024-9-3,44.00724822124777,59.66984176635742,35.590940534080865,4391.41015625,5528.93017578125,25.903297097227274,9.687643436853591
John James,FNF,Republican,House,MI,2024-5-14,2024-9-3,50.013817056898525,57.468788146972656,14.90582308803373,5221.10009765625,5528.93017578125,5.895885395171504,9.009937692862225
John James,FOXA,Republican,House,MI,2023-11-9,2023-12-21,30.775422038383084,29.36451530456543,-4.584524404110438,4391.41015625,4746.75,8.091702462460004,-12.676226866570442
John James,FTV,Republican,House,MI,2023-11-9,2024-9-3,65.42469494734533,72.55443572998047,10.897629386538599,4391.41015625,5528.93017578125,25.903297097227274,-15.005667710688675
John James,GOOGL,Republican,House,MI,2023-11-9,2024-9-3,131.33211744076144,156.79098510742188,19.385104087843473,4391.41015625,5528.93017578125,25.903297097227274,-6.5181930093838005
John James,HD,Republican,House,MI,2023-11-9,2024-9-3,281.2842646979156,360.54132080078125,28.176853827206983,4391.41015625,5528.93017578125,25.903297097227274,2.2735567299797097
John James,HON,Republican,House,MI,2023-11-9,2024-9-3,179.06728747829567,202.77120971679688,13.237438603281632,4391.41015625,5528.93017578125,25.903297097227274,-12.665858493945642
John James,HUM,Republican,House,MI,2023-11-9,2024-9-3,480.29641160635913,360.0789489746094,-25.02984817847806,4391.41015625,5528.93017578125,25.903297097227274,-50.93314527570533
John James,IBM,Republican,House,MI,2023-11-9,2024-9-3,140.50102740958434,198.38441467285156,41.19783914072552,4391.41015625,5528.93017578125,25.903297097227274,15.294542043498247
John James,ICE,Republican,House,MI,2023-11-9,2024-9-3,107.63283909201927,160.07369995117188,48.72198977704099,4391.41015625,5528.93017578125,25.903297097227274,22.818692679813715
John James,ICLR,Republican,House,MI,2024-6-11,2024-9-3,317.8699951171875,312.2200012207031,-1.7774542999572578,5353.0,5528.93017578125,3.28657156325892,-5.064025863216178
John James,ITW,Republican,House,MI,2023-11-9,2024-9-3,223.1345103658263,246.89871215820312,10.650168704704495,4391.41015625,5528.93017578125,25.903297097227274,-15.253128392522779
John James,JNJ,Republican,House,MI,2023-11-9,2024-9-3,143.57333275577233,164.51255798339844,14.58434155265108,4391.41015625,5528.93017578125,25.903297097227274,-11.318955544576193
John James,JPM,Republican,House,MI,2023-11-9,2024-9-3,141.31811582362744,217.83319091796875,54.143854557073354,4391.41015625,5528.93017578125,25.903297097227274,28.24055745984608
John James,KLAC,Republican,House,MI,2023-11-9,2024-9-3,504.30361959531047,737.7123413085938,46.28337228683531,4391.41015625,5528.93017578125,25.903297097227274,20.380075189608036
John James,KO,Republican,House,MI,2023-11-9,2024-9-3,54.500472804527384,71.4398422241211,31.081142140452307,4391.41015625,5528.93017578125,25.903297097227274,5.177845043225034
John James,LH,Republican,House,MI,2023-11-9,2024-3-5,202.39106504510022,213.4362030029297,5.457324885052708,4391.41015625,5078.64990234375,15.649636942148245,-10.192312057095537
John James,LIN,Republican,House,MI,2023-11-9,2024-9-3,387.08668945315327,469.6640625,21.3330438108078,4391.41015625,5528.93017578125,25.903297097227274,-4.570253286419472
John James,LMT,Republican,House,MI,2023-11-9,2024-9-3,427.8164281912981,559.5540161132812,30.793017575070003,4391.41015625,5528.93017578125,25.903297097227274,4.8897204778427295
John James,LPLA,Republican,House,MI,2023-11-9,2024-7-17,223.14637302772215,225.3250732421875,0.9763547508767642,4391.41015625,5588.27001953125,27.254567910898498,-26.278213160021732
John James,LRCX,Republican,House,MI,2023-11-9,2024-9-3,60.168882745314846,75.8770980834961,26.106875550060625,4391.41015625,5528.93017578125,25.903297097227274,0.20357845283335152
John James,MCD,Republican,House,MI,2023-11-9,2024-9-3,258.8390695405599,282.1834716796875,9.018886592570437,4391.41015625,5528.93017578125,25.903297097227274,-16.884410504656834
John James,MCHP,Republican,House,MI,2023-11-9,2024-9-3,73.15379990154041,75.31202697753906,2.9502596979288382,4391.41015625,5528.93017578125,25.903297097227274,-22.953037399298434
John James,MDLZ,Republican,House,MI,2023-11-9,2024-9-3,66.85006989749454,71.22582244873047,6.545621504877337,4391.41015625,5528.93017578125,25.903297097227274,-19.357675592349935
John James,MDT,Republican,House,MI,2023-11-9,2024-9-3,68.3106419308558,86.8182601928711,27.093316266517824,4391.41015625,5528.93017578125,25.903297097227274,1.1900191692905508
John James,META,Republican,House,MI,2023-11-9,2024-9-3,317.92165189456364,510.4060974121094,60.544616691090226,4391.41015625,5528.93017578125,25.903297097227274,34.64131959386295
John James,MMC,Republican,House,MI,2023-11-9,2024-9-3,193.666633175971,227.3406524658203,17.38762054031897,4391.41015625,5528.93017578125,25.903297097227274,-8.515676556908303
John James,MNST,Republican,House,MI,2023-11-9,2024-6-2,56.0,51.91999816894531,-7.285717555454799,4391.41015625,5277.509765625,20.1780197669278,-27.4637373223826
John James,MRK,Republican,House,MI,2023-11-9,2024-9-3,100.32842769400904,113.90158081054688,13.528721049964526,4391.41015625,5528.93017578125,25.903297097227274,-12.374576047262748
John James,MRVL,Republican,House,MI,2023-11-9,2024-9-3,51.67950833326134,69.92657470703125,35.30812688097103,4391.41015625,5528.93017578125,25.903297097227274,9.404829783743757
John James,MS,Republican,House,MI,2023-11-9,2024-9-3,72.53759635150402,97.84026336669922,34.882141520906025,4391.41015625,5528.93017578125,25.903297097227274,8.978844423678751
John James,MSFT,Republican,House,MI,2023-11-9,2024-9-3,358.1642694379123,407.80438232421875,13.859593801528419,4391.41015625,5528.93017578125,25.903297097227274,-12.043703295698855
John James,MU,Republican,House,MI,2023-11-9,2024-9-3,73.13920317923262,88.36557006835938,20.818338493261265,4391.41015625,5528.93017578125,25.903297097227274,-5.084958603966008
John James,NOC,Republican,House,MI,2023-11-9,2024-9-3,449.80523401057,518.1688842773438,15.198500394765805,4391.41015625,5528.93017578125,25.903297097227274,-10.704796702461469
John James,NVDA,Republican,House,MI,2024-2-8,2024-9-3,70.04768899799114,107.973388671875,54.142685099820355,4995.16015625,5528.93017578125,10.685743856748838,43.45694124307152
John James,NVO,Republican,House,MI,2023-11-9,2024-9-3,99.77399976825221,136.25999450683594,36.56863994961688,4391.41015625,5528.93017578125,25.903297097227274,10.665342852389607
John James,OTIS,Republican,House,MI,2023-11-9,2024-9-3,79.27903425424775,94.2817153930664,18.923894923726092,4391.41015625,5528.93017578125,25.903297097227274,-6.979402173501182
John James,PEP,Republican,House,MI,2023-11-9,2024-9-3,159.73896320004135,173.1795196533203,8.414075178669671,4391.41015625,5528.93017578125,25.903297097227274,-17.489221918557604
John James,PG,Republican,House,MI,2023-11-9,2024-9-3,145.21721613438666,172.4483642578125,18.75201084851099,4391.41015625,5528.93017578125,25.903297097227274,-7.151286248716282
John James,PGR,Republican,House,MI,2023-11-9,2024-5-1,155.21332527996057,207.62026977539062,33.76446216901988,4391.41015625,5048.419921875,14.961248033047472,18.803214135972407
John James,PH,Republican,House,MI,2023-11-9,2024-9-3,408.08186126113856,572.6375732421875,40.32419168852666,4391.41015625,5528.93017578125,25.903297097227274,14.420894591299387
John James,PM,Republican,House,MI,2023-11-9,2024-4-8,84.17655529723235,86.439208984375,2.6879856025862336,4391.41015625,5202.39013671875,18.467415969208353,-15.779430366622119
John James,PNC,Republican,House,MI,2023-11-9,2024-9-3,115.42520934901557,181.46942138671875,57.21818691963797,4391.41015625,5528.93017578125,25.903297097227274,31.3148898224107
John James,PPG,Republican,House,MI,2023-11-9,2024-9-3,126.11953129150847,126.52521514892578,0.32166616325240815,4391.41015625,5528.93017578125,25.903297097227274,-25.581630933974864
John James,RGA,Republican,House,MI,2023-11-9,2024-9-3,151.80767626333252,216.2820587158203,42.47109503253813,4391.41015625,5528.93017578125,25.903297097227274,16.567797935310857
John James,ROST,Republican,House,MI,2023-11-9,2024-8-27,121.19193203893303,152.103271484375,25.50610335637827,4391.41015625,5625.7998046875,28.109185990761436,-2.603082634383167
John James,SHEL,Republican,House,MI,2023-11-9,2024-9-3,60.85763365985947,67.9248046875,11.612628691972795,4391.41015625,5528.93017578125,25.903297097227274,-14.290668405254479
John James,SKX,Republican,House,MI,2023-11-9,2024-9-3,50.349998474121094,67.02999877929688,33.12810488713117,4391.41015625,5528.93017578125,25.903297097227274,7.224807789903899
John James,SNY,Republican,House,MI,2023-11-9,2024-9-3,44.3311606663614,57.529998779296875,29.77327440684581,4391.41015625,5528.93017578125,25.903297097227274,3.8699773096185375
John James,SO,Republican,House,MI,2023-11-9,2024-9-3,65.1537344802667,87.44009399414062,34.205805226136114,4391.41015625,5528.93017578125,25.903297097227274,8.30250812890884
John James,SONY,Republican,House,MI,2023-11-9,2024-9-3,17.06732957807626,19.09600067138672,11.886282994829928,4391.41015625,5528.93017578125,25.903297097227274,-14.017014102397345
John James,T,Republican,House,MI,2023-11-9,2024-9-3,14.580563381170325,19.918195724487305,36.607860778617926,4391.41015625,5528.93017578125,25.903297097227274,10.704563681390653
John James,THC,Republican,House,MI,2023-11-9,2024-9-3,54.7400016784668,161.64999389648438,195.3050583483504,4391.41015625,5528.93017578125,25.903297097227274,169.40176125112313
John James,TJX,Republican,House,MI,2024-4-24,2024-9-3,92.83175551375896,116.82292175292969,25.843706290370537,5084.85986328125,5528.93017578125,8.733186841720398,17.110519448650138
John James,TMO,Republican,House,MI,2024-3-5,2024-9-3,579.0634008344406,605.0830078125,4.493395186185952,5110.52001953125,5528.93017578125,8.187232505712357,-3.6938373195264056
John James,TT,Republican,House,MI,2023-11-9,2024-9-3,219.45627395876593,345.33197021484375,57.35798479825136,4391.41015625,5528.93017578125,25.903297097227274,31.454687701024085
John James,TXN,Republican,House,MI,2023-11-9,2024-9-3,140.84589602023078,199.0380401611328,41.31618015518425,4391.41015625,5528.93017578125,25.903297097227274,15.412883057956975
John James,UBER,Republican,House,MI,2024-8-27,2024-9-3,72.48999786376953,71.88999938964844,-0.8276982919059688,5602.89013671875,5528.93017578125,-1.3200323249745811,0.49233403306861234
John James,UL,Republican,House,MI,2023-11-9,2024-5-5,46.41441068470218,50.46183395385742,8.720186703758445,4391.41015625,5127.7900390625,16.76864279608362,-8.048456092325173
John James,UNH,Republican,House,MI,2023-11-9,2024-9-3,525.2681985485586,591.7562255859375,12.657919748635296,4391.41015625,5528.93017578125,25.903297097227274,-13.245377348591978
John James,UNP,Republican,House,MI,2023-11-9,2024-9-3,205.89813654364988,252.35841369628906,22.564690449633922,4391.41015625,5528.93017578125,25.903297097227274,-3.338606647593352
John James,UPS,Republican,House,MI,2023-11-9,2024-8-27,132.88232689357903,124.56214141845703,-6.261318317962146,4391.41015625,5625.7998046875,28.109185990761436,-34.37050430872358
John James,V,Republican,House,MI,2023-11-9,2024-9-3,242.0692874364294,277.5444641113281,14.654968026133833,4391.41015625,5528.93017578125,25.903297097227274,-11.24832907109344
John James,VEEV,Republican,House,MI,2023-11-9,2024-7-15,178.38999938964844,185.74000549316406,4.120189544628772,4391.41015625,5631.22021484375,28.2326180994324,-24.11242855480363
John James,VLO,Republican,House,MI,2023-11-9,2024-9-3,116.98928372457162,139.16812133789062,18.95800786808366,4391.41015625,5528.93017578125,25.903297097227274,-6.945289229143615
John James,VOYA,Republican,House,MI,2023-11-9,2024-7-4,66.57580193370747,70.4569320678711,5.829640832607985,4391.41015625,5537.02001953125,26.08751682305922,-20.257875990451236
John James,WAB,Republican,House,MI,2024-2-13,2024-9-3,134.77650344200615,163.74191284179688,21.491438537173835,4967.93994140625,5528.93017578125,11.292210473385943,10.199228063787892
John James,WFC,Republican,House,MI,2023-11-9,2024-9-3,40.03883169676563,57.75048065185547,44.23617824123626,4391.41015625,5528.93017578125,25.903297097227274,18.332881144008986
John James,WM,Republican,House,MI,2023-11-9,2024-9-3,166.4155705348947,207.17738342285156,24.49398980933083,4391.41015625,5528.93017578125,25.903297097227274,-1.4093072878964428
John James,WMT,Republican,House,MI,2023-11-9,2024-9-3,53.79299722561575,76.78853607177734,42.74820149863544,4391.41015625,5528.93017578125,25.903297097227274,16.844904401408165
John James,XOM,Republican,House,MI,2023-11-9,2024-9-3,98.46119872647431,113.51355743408203,15.2876045612884,4391.41015625,5528.93017578125,25.903297097227274,-10.615692535938873
John James,ZBRA,Republican,House,MI,2023-11-9,2024-9-3,207.58999633789062,330.45001220703125,59.18397708778005,4391.41015625,5528.93017578125,25.903297097227274,33.28067999055278
Jonathan Jackson,ACI,Democrat,House,IL,2023-12-13,2024-7-2,21.674819133733774,19.46562957763672,-10.192424409478765,4646.2001953125,5509.009765625,18.57021940602084,-28.762643815499604
Jonathan Jackson,AES,Democrat,House,IL,2024-7-8,2024-9-18,17.111714419358925,18.760318756103516,9.634360978345228,5572.75,5618.259765625,0.8166482549010812,8.817712723444147
Jonathan Jackson,AMAT,Democrat,House,IL,2024-3-12,2024-11-26,202.17747653502636,172.80197143554688,-14.529563630392975,5134.2998046875,6021.6298828125,17.282397052756593,-31.811960683149568
Jonathan Jackson,BHF,Democrat,House,IL,2023-2-27,2023-4-13,57.72999954223633,42.52000045776367,-26.346785389015537,3992.360107421875,4146.22021484375,3.8538634612605733,-30.20064885027611
Jonathan Jackson,BP,Democrat,House,IL,2023-5-11,2024-1-7,32.54496456353382,33.653446197509766,3.40600043306849,4132.240234375,4697.240234375,13.672970784706957,-10.266970351638466
Jonathan Jackson,CHX,Democrat,House,IL,2023-9-18,2023-11-15,37.10471852686516,29.601640701293945,-20.221357615578505,4445.1298828125,4502.8798828125,1.2991746365678907,-21.520532252146396
Jonathan Jackson,COP,Democrat,House,IL,2024-4-1,2024-7-4,124.39168180134355,112.24418640136719,-9.76552067153188,5257.97021484375,5537.02001953125,5.307177357142797,-15.072698028674676
Jonathan Jackson,CRM,Democrat,House,IL,2023-6-8,2024-7-8,204.2392523038334,256.2747802734375,25.47773132864501,4268.68994140625,5572.85009765625,30.55176586145692,-5.074034532811911
Jonathan Jackson,DE,Democrat,House,IL,2023-1-16,2023-6-22,422.8416838251796,405.3355407714844,-4.140117619277333,3960.60009765625,4381.89013671875,10.637025417229204,-14.777143036506537
Jonathan Jackson,EL,Democrat,House,IL,2023-5-1,2023-6-6,235.49357315046868,177.5882568359375,-24.588915756750847,4166.7900390625,4283.85009765625,2.8093582229088683,-27.398273979659717
Jonathan Jackson,GD,Democrat,House,IL,2024-9-23,2024-12-15,304.220518562153,261.7201843261719,-13.970239232005719,5711.89990234375,6051.08984375,5.938303317729203,-19.90854254973492
Jonathan Jackson,HON,Democrat,House,IL,2023-4-30,2023-11-15,190.61958770726764,184.59893798828125,-3.158463299287078,4129.6298828125,4502.8798828125,9.038340253044582,-12.19680355233166
Jonathan Jackson,HXL,Democrat,House,IL,2024-2-15,2024-4-23,73.17018284253624,62.95071792602539,-13.966706818955677,5003.14013671875,5070.5498046875,1.347347188499098,-15.314054007454775
Jonathan Jackson,INTC,Democrat,House,IL,2024-1-7,2024-3-12,46.408458630710044,44.77296829223633,-3.5241212199869456,4690.56982421875,5175.27001953125,10.333503464970388,-13.857624684957333
Jonathan Jackson,LRCX,Democrat,House,IL,2024-1-18,2024-8-25,73.8305139400465,83.96800231933594,13.730756889382493,4760.10009765625,5634.60986328125,18.371667563368803,-4.64091067398631
Jonathan Jackson,LULU,Democrat,House,IL,2023-10-29,2024-4-1,390.0,385.20001220703125,-1.2307661007612178,4152.93017578125,5243.77001953125,26.266751367780728,-27.497517468541947
Jonathan Jackson,REGN,Democrat,House,IL,2023-6-22,2024-11-12,779.2786326099675,819.9463500976562,5.218636285648434,4355.39990234375,5983.990234375,37.392440844636674,-32.17380455898824
Jonathan Jackson,TECK,Democrat,House,IL,2024-7-8,2024-7-22,49.221494431795094,45.29718780517578,-7.972749856380568,5572.75,5564.41015625,-0.14965400834417478,-7.823095848036393
Jonathan Jackson,TIMB,Democrat,House,IL,2023-8-30,2024-12-8,14.099256738239916,12.994194030761719,-7.837737321862173,4500.33984375,6090.27001953125,35.32911359992778,-43.16685092178995
Jonathan Jackson,W,Democrat,House,IL,2023-12-14,2024-1-16,61.90999984741211,51.7400016784668,-16.427068638363803,4721.0400390625,4765.97998046875,0.9519076524327494,-17.37897629079655
Josh Gottheimer,AAPL,Democrat,House,NJ,2023-1-10,2024-6-20,128.76286346285156,208.97764587402344,62.29651955069644,3888.570068359375,5473.169921875,40.75019417572647,21.546325374969967
Josh Gottheimer,ABBV,Democrat,House,NJ,2023-3-5,2023-7-26,143.11696692663307,134.27284240722656,-6.179647814881602,3998.02001953125,4566.75,14.22529096128516,-20.404938776166762
Josh Gottheimer,ADBE,Democrat,House,NJ,2023-1-30,2024-6-12,365.8999938964844,459.8699951171875,25.681881057174294,4049.27001953125,5421.02978515625,33.87671750731499,-8.194836450140699
Josh Gottheimer,ADP,Democrat,House,NJ,2023-1-10,2023-2-2,227.46583163543292,217.9298095703125,-4.192287692862865,3888.570068359375,4179.759765625,7.488348985530322,-11.680636678393187
Josh Gottheimer,ALGM,Democrat,House,NJ,2023-1-22,2024-9-15,32.060001373291016,22.440000534057617,-30.006239635559595,3909.0400390625,5626.02001953125,43.92331527206693,-73.92955490762652
Josh Gottheimer,ALGN,Democrat,House,NJ,2023-1-26,2024-5-19,255.86000061035156,271.5,6.11271763946665,4036.080078125,5303.27001953125,31.396551031637,-25.28383339217035
Josh Gottheimer,ALGT,Democrat,House,NJ,2023-10-15,2024-6-17,71.07254439341587,54.33000183105469,-23.556976474184317,4360.490234375,5473.22998046875,25.518684512161094,-49.07566098634541
