Name,Ticker,Party,Chamber,State,Buy Date,Sell Date,Buy Price,Sell Price,Trade Return %,Market Buy Price,Market Sell Price,Market Return %,Overperformance %
Daniel S. Goldman,HLN,Democrat,House,NY,2023-1-12,2023-7-9,7.458418271818928,7.787598133087158,4.413534468990714,3977.570068359375,4398.9501953125,10.593908333761453,-6.180373864770739
Daniel S. Goldman,HPQ,Democrat,House,NY,2023-1-30,2023-3-5,26.695691786199667,26.427814483642578,-1.0034476899960623,4049.27001953125,4045.639892578125,-0.08964892278399426,-0.913798767212068
Daniel S. Goldman,HRL,Democrat,House,NY,2023-3-5,2023-4-9,38.330547030202396,37.68547439575195,-1.682920501870638,3998.02001953125,4105.02001953125,2.6763247676920154,-4.359245269562654
Daniel S. Goldman,HSBC,Democrat,House,NY,2023-2-26,2023-7-9,31.067276195544316,33.6710205078125,8.380986784549892,3973.239990234375,4398.9501953125,10.714434721397563,-2.333447936847671
Daniel S. Goldman,IFF,Democrat,House,NY,2023-4-9,2023-7-11,85.33078992709463,76.97134399414062,-9.796517693198657,4081.14990234375,4439.259765625,8.77472947209296,-18.571247165291616
Daniel S. Goldman,IHG,Democrat,House,NY,2023-2-26,2023-7-9,64.63131274165563,67.02978515625,3.7110068059139425,3973.239990234375,4398.9501953125,10.714434721397563,-7.00342791548362
Daniel S. Goldman,ING,Democrat,House,NY,2023-3-30,2023-7-9,10.557589528454834,12.259215354919434,16.117559996800168,4046.739990234375,4398.9501953125,8.703554118329357,7.41400587847081
Daniel S. Goldman,INVH,Democrat,House,NY,2023-1-30,2023-7-11,29.759668208797756,33.018341064453125,10.949963664890653,4049.27001953125,4439.259765625,9.631112378593508,1.3188512862971447
Daniel S. Goldman,JAZZ,Democrat,House,NY,2023-3-5,2023-7-11,144.58999633789062,127.13999938964844,-12.068605982576761,3998.02001953125,4439.259765625,11.036456644493827,-23.105062627070588
Daniel S. Goldman,JBGS,Democrat,House,NY,2023-3-5,2023-7-11,15.529928858332468,14.575124740600586,-6.148155129632736,3998.02001953125,4439.259765625,11.036456644493827,-17.184611774126562
Daniel S. Goldman,JHX,Democrat,House,NY,2023-2-26,2023-7-9,20.93000030517578,26.110000610351562,24.749164976814733,3973.239990234375,4398.9501953125,10.714434721397563,14.03473025541717
Daniel S. Goldman,JNJ,Democrat,House,NY,2023-2-2,2023-7-13,152.12696688278524,150.40882873535156,-1.1294106381267126,4158.68017578125,4510.0400390625,8.448831081732404,-9.578241719859117
Daniel S. Goldman,KDP,Democrat,House,NY,2023-1-30,2023-7-11,32.70860630012743,29.951065063476562,-8.430628964585761,4049.27001953125,4439.259765625,9.631112378593508,-18.06174134317927
Daniel S. Goldman,KHC,Democrat,House,NY,2023-4-9,2023-7-11,35.64262276586494,32.782623291015625,-8.024099386951816,4081.14990234375,4439.259765625,8.77472947209296,-16.798828859044775
Daniel S. Goldman,KO,Democrat,House,NY,2023-3-5,2023-7-13,55.60746345146108,57.21925354003906,2.898513955747848,3998.02001953125,4510.0400390625,12.806839811454523,-9.908325855706675
Daniel S. Goldman,KR,Democrat,House,NY,2023-3-5,2023-7-11,44.60545589520065,45.678016662597656,2.404550622499994,3998.02001953125,4439.259765625,11.036456644493827,-8.631906021993832
Daniel S. Goldman,KRC,Democrat,House,NY,2023-3-5,2023-7-11,32.347514499826296,30.053754806518555,-7.090992086331885,3998.02001953125,4439.259765625,11.036456644493827,-18.127448730825712
Daniel S. Goldman,LCID,Democrat,House,NY,2023-1-30,2023-6-28,13.029999732971191,6.420000076293945,-50.72908512769392,4049.27001953125,4376.85986328125,8.09009629315662,-58.81918142085054
Daniel S. Goldman,LHX,Democrat,House,NY,2023-1-30,2023-7-11,201.91046089269787,189.97769165039062,-5.909931159361142,4049.27001953125,4439.259765625,9.631112378593508,-15.54104353795465
Daniel S. Goldman,LLY,Democrat,House,NY,2023-1-30,2023-2-2,338.1730939580125,324.7868347167969,-3.958404580489082,4049.27001953125,4179.759765625,3.2225498784804603,-7.180954458969542
Daniel S. Goldman,LMT,Democrat,House,NY,2023-1-30,2023-7-11,435.1170511030794,444.9017639160156,2.2487541658343835,4049.27001953125,4439.259765625,9.631112378593508,-7.382358212759125
Daniel S. Goldman,LUMN,Democrat,House,NY,2023-4-9,2023-7-10,2.4100000858306885,2.059999942779541,-14.522826995274068,4081.14990234375,4409.52978515625,8.046258791521375,-22.56908578679544
Daniel S. Goldman,LYG,Democrat,House,NY,2023-3-30,2023-7-9,2.105131253410401,2.017333745956421,-4.17064291415296,4046.739990234375,4398.9501953125,8.703554118329357,-12.874197032482318
Daniel S. Goldman,MDLZ,Democrat,House,NY,2023-1-30,2023-3-5,61.65992418434667,62.53547668457031,1.419970121283272,4049.27001953125,4045.639892578125,-0.08964892278399426,1.5096190440672663
Daniel S. Goldman,MFG,Democrat,House,NY,2023-3-30,2023-7-9,2.8399999141693115,3.140000104904175,10.563387316953921,4046.739990234375,4398.9501953125,8.703554118329357,1.859833198624564
Daniel S. Goldman,MKTX,Democrat,House,NY,2023-4-9,2023-7-11,326.3406887582127,241.45166015625,-26.012394876342672,4081.14990234375,4439.259765625,8.77472947209296,-34.78712434843563
Daniel S. Goldman,MMM,Democrat,House,NY,2023-3-5,2023-7-11,85.11670200215056,79.49954223632812,-6.59936256186302,3998.02001953125,4439.259765625,11.036456644493827,-17.635819206356846
Daniel S. Goldman,MO,Democrat,House,NY,2023-1-30,2023-7-13,36.64102680145814,39.3977165222168,7.523505647633637,4049.27001953125,4510.0400390625,11.3790885099974,-3.8555828623637636
Daniel S. Goldman,MOH,Democrat,House,NY,2023-4-9,2023-7-11,285.55999755859375,301.1499938964844,5.459446866220024,4081.14990234375,4439.259765625,8.77472947209296,-3.3152826058729348
Daniel S. Goldman,MOS,Democrat,House,NY,2023-2-28,2023-7-11,49.94830584646594,34.8030891418457,-30.32178258692998,3977.18994140625,4439.259765625,11.617997405861184,-41.939779992791166
Daniel S. Goldman,MRK,Democrat,House,NY,2023-1-30,2023-7-13,99.11165291107952,101.18126678466797,2.0881640178529333,4049.27001953125,4510.0400390625,11.3790885099974,-9.290924492144466
Daniel S. Goldman,MRNA,Democrat,House,NY,2023-4-9,2023-7-11,155.0,122.12999725341797,-21.20645338489163,4081.14990234375,4439.259765625,8.77472947209296,-29.98118285698459
Daniel S. Goldman,MTB,Democrat,House,NY,2023-1-30,2023-7-11,142.22584548496607,123.80069732666016,-12.954852260135475,4049.27001953125,4439.259765625,9.631112378593508,-22.58596463872898
Daniel S. Goldman,NFG,Democrat,House,NY,2023-4-9,2023-6-28,54.46386571252515,47.51182556152344,-12.764500022265107,4081.14990234375,4376.85986328125,7.245751026387874,-20.010251048652982
Daniel S. Goldman,NGG,Democrat,House,NY,2023-2-26,2023-7-9,56.592541477878974,60.109336853027344,6.214238278242059,3973.239990234375,4398.9501953125,10.714434721397563,-4.500196443155504
Daniel S. Goldman,NOC,Democrat,House,NY,2023-3-5,2023-7-18,454.56042567085854,429.828125,-5.44092694262982,3998.02001953125,4554.97998046875,13.93089474831597,-19.37182169094579
Daniel S. Goldman,NOK,Democrat,House,NY,2023-2-26,2023-7-9,4.250358081143146,3.926680564880371,-7.615299936698998,3973.239990234375,4398.9501953125,10.714434721397563,-18.329734658096562
Daniel S. Goldman,NOV,Democrat,House,NY,2023-2-28,2023-4-9,21.555217358038046,17.472551345825195,-18.94050031785184,3977.18994140625,4105.02001953125,3.2140802930775285,-22.15458061092937
Daniel S. Goldman,NTRA,Democrat,House,NY,2023-3-5,2023-4-9,56.650001525878906,51.90999984741211,-8.36716955126906,3998.02001953125,4105.02001953125,2.6763247676920154,-11.043494318961075
Daniel S. Goldman,NVS,Democrat,House,NY,2023-3-30,2023-7-9,87.68022771271302,91.24407958984375,4.064601530014043,4046.739990234375,4398.9501953125,8.703554118329357,-4.638952588315314
Daniel S. Goldman,NWG,Democrat,House,NY,2023-3-30,2023-7-9,5.771295728212046,5.175158977508545,-10.3293398705837,4046.739990234375,4398.9501953125,8.703554118329357,-19.03289398891306
Daniel S. Goldman,OGS,Democrat,House,NY,2023-4-9,2023-7-11,76.01030875765372,71.43778228759766,-6.015666223162972,4081.14990234375,4439.259765625,8.77472947209296,-14.790395695255931
Daniel S. Goldman,OLPX,Democrat,House,NY,2023-4-9,2023-6-28,4.059999942779541,3.5899999141693115,-11.5763555476422,4081.14990234375,4376.85986328125,7.245751026387874,-18.822106574030073
Daniel S. Goldman,PEG,Democrat,House,NY,2023-1-30,2023-3-5,55.84075908891669,55.87778091430664,0.06629892930180024,4049.27001953125,4045.639892578125,-0.08964892278399426,0.1559478520857945
Daniel S. Goldman,PFE,Democrat,House,NY,2023-3-5,2023-7-11,36.61328455776089,32.58570098876953,-11.000333943373668,3998.02001953125,4439.259765625,11.036456644493827,-22.036790587867493
Daniel S. Goldman,PLUG,Democrat,House,NY,2023-1-30,2023-3-5,15.5600004196167,13.84000015258789,-11.053985993858854,4049.27001953125,4045.639892578125,-0.08964892278399426,-10.96433707107486
Daniel S. Goldman,PODD,Democrat,House,NY,2023-4-9,2023-7-11,316.739990234375,282.5,-10.810125430969032,4081.14990234375,4439.259765625,8.77472947209296,-19.58485490306199
Daniel S. Goldman,QS,Democrat,House,NY,2023-4-9,2023-6-28,7.28000020980835,7.28000020980835,0.0,4081.14990234375,4376.85986328125,7.245751026387874,-7.245751026387874
Daniel S. Goldman,RELX,Democrat,House,NY,2023-2-26,2023-7-9,29.090201660972607,30.774160385131836,5.78874888453739,3973.239990234375,4398.9501953125,10.714434721397563,-4.925685836860173
Daniel S. Goldman,RGA,Democrat,House,NY,2023-2-28,2023-4-9,139.0633269822923,128.02793884277344,-7.93551281922376,3977.18994140625,4105.02001953125,3.2140802930775285,-11.14959311230129
Daniel S. Goldman,RIO,Democrat,House,NY,2023-2-26,2023-7-9,58.72472951517396,55.47515869140625,-5.533564565721926,3973.239990234375,4398.9501953125,10.714434721397563,-16.24799928711949
Daniel S. Goldman,RITM,Democrat,House,NY,2023-2-28,2023-4-9,7.540841814385713,6.5995588302612305,-12.482465582672624,3977.18994140625,4105.02001953125,3.2140802930775285,-15.696545875750154
Daniel S. Goldman,RIVN,Democrat,House,NY,2023-1-30,2023-3-5,19.829999923706055,16.920000076293945,-14.674734536601328,4049.27001953125,4045.639892578125,-0.08964892278399426,-14.585085613817334
Daniel S. Goldman,RJF,Democrat,House,NY,2023-1-30,2023-3-5,107.6720268157544,104.6566162109375,-2.8005515397019503,4049.27001953125,4045.639892578125,-0.08964892278399426,-2.710902616917956
Daniel S. Goldman,RTO,Democrat,House,NY,2023-3-30,2023-7-9,34.550471076069066,37.03506088256836,7.19118937923892,4046.739990234375,4398.9501953125,8.703554118329357,-1.5123647390904376
Daniel S. Goldman,RTX,Democrat,House,NY,2023-3-5,2023-7-11,94.46724295789939,93.94585418701172,-0.5519254659734616,3998.02001953125,4439.259765625,11.036456644493827,-11.588382110467288
Daniel S. Goldman,SAN,Democrat,House,NY,2023-3-30,2023-7-9,3.4555910855110676,3.349437713623047,-3.0719309449868293,4046.739990234375,4398.9501953125,8.703554118329357,-11.775485063316186
Daniel S. Goldman,SBAC,Democrat,House,NY,2023-1-30,2023-7-11,278.07317060106277,234.42141723632812,-15.69793780190307,4049.27001953125,4439.259765625,9.631112378593508,-25.32905018049658
Daniel S. Goldman,SBRA,Democrat,House,NY,2023-2-28,2023-4-9,10.322918972335547,9.646561622619629,-6.551997080752954,3977.18994140625,4105.02001953125,3.2140802930775285,-9.766077373830482
Daniel S. Goldman,SCHW,Democrat,House,NY,2023-3-5,2023-7-11,73.98775589351861,56.0787239074707,-24.205399622908082,3998.02001953125,4439.259765625,11.036456644493827,-35.24185626740191
Daniel S. Goldman,SE,Democrat,House,NY,2023-3-30,2023-7-9,86.79000091552734,54.97999954223633,-36.651689178171196,4046.739990234375,4398.9501953125,8.703554118329357,-45.355243296500554
Daniel S. Goldman,SLG,Democrat,House,NY,2023-2-28,2023-7-11,30.056476468781828,29.31143569946289,-2.4788027635001524,3977.18994140625,4439.259765625,11.617997405861184,-14.096800169361336
Daniel S. Goldman,SMFG,Democrat,House,NY,2023-3-30,2023-7-9,7.949999809265137,8.760000228881836,10.188684767925448,4046.739990234375,4398.9501953125,8.703554118329357,1.4851306495960905
Daniel S. Goldman,SR,Democrat,House,NY,2023-1-30,2023-7-11,64.11601995472903,58.20431900024414,-9.220318040107625,4049.27001953125,4439.259765625,9.631112378593508,-18.851430418701135
Daniel S. Goldman,SRPT,Democrat,House,NY,2023-3-5,2023-4-9,150.02999877929688,142.5500030517578,-4.985666725587717,3998.02001953125,4105.02001953125,2.6763247676920154,-7.661991493279732
Daniel S. Goldman,STT,Democrat,House,NY,2023-3-5,2023-7-11,83.06990465610751,71.69075775146484,-13.698278518255218,3998.02001953125,4439.259765625,11.036456644493827,-24.734735162749047
Daniel S. Goldman,SWX,Democrat,House,NY,2023-2-28,2023-4-9,58.96252584774997,56.030643463134766,-4.972450454693485,3977.18994140625,4105.02001953125,3.2140802930775285,-8.186530747771013
Daniel S. Goldman,SYY,Democrat,House,NY,2023-1-30,2023-7-11,73.52763594763174,70.9841537475586,-3.459219336093814,4049.27001953125,4439.259765625,9.631112378593508,-13.090331714687323
Daniel S. Goldman,TAK,Democrat,House,NY,2023-2-26,2023-7-9,15.430000305175781,15.479999542236328,0.32403911906453636,3973.239990234375,4398.9501953125,10.714434721397563,-10.390395602333026
Daniel S. Goldman,TAP,Democrat,House,NY,2023-2-28,2023-4-9,50.21414705249124,49.19038009643555,-2.038801844001259,3977.18994140625,4105.02001953125,3.2140802930775285,-5.252882137078787
Daniel S. Goldman,TEAM,Democrat,House,NY,2023-1-30,2023-7-11,160.9199981689453,174.52000427246094,8.451408313612685,4049.27001953125,4439.259765625,9.631112378593508,-1.1797040649808235
