Name,Party,Chamber,State,Ticker,Date,Buy,Sell
Michael McCaul,Republican,House,TX,SAP,2022-5-15,True,False
Michael McCaul,Republican,House,TX,BJ,2022-5-23,True,False
Michael McCaul,Republican,House,TX,SSD,2022-5-5,True,False
Michael McCaul,Republican,House,TX,SKX,2022-5-5,True,False
Michael McCaul,Republican,House,TX,DCI,2022-5-5,True,False
Michael McCaul,Republican,House,TX,SAP,2022-5-15,True,False
Michael McCaul,Republican,House,TX,NTRS,2022-5-4,False,True
Michael McCaul,Republican,House,TX,SCHW,2022-5-4,False,True
Michael McCaul,Republican,House,TX,PGR,2022-5-4,False,True
Michael McCaul,Republican,House,TX,OMC,2022-5-4,False,True
Michael McCaul,Republican,House,TX,CNXC,2022-5-4,False,True
Michael McCaul,Republican,House,TX,CDK,2022-5-4,False,True
Michael McCaul,Republican,House,TX,SKX,2022-5-4,False,True
Michael McCaul,Republican,House,TX,NVT,2022-5-4,False,True
Michael McCaul,Republican,House,TX,JPM,2022-5-4,False,True
Michael McCaul,Republican,House,TX,KMX,2022-5-4,False,True
Michael McCaul,Republican,House,TX,TRS,2022-5-4,False,True
Michael McCaul,Republican,House,TX,SAP,2022-5-4,False,True
Michael McCaul,Republican,House,TX,SAP,2022-5-15,False,True
Michael McCaul,Republican,House,TX,FCN,2022-5-4,False,True
Michael McCaul,Republican,House,TX,PHG,2022-5-4,False,True
Michael McCaul,Republican,House,TX,BRC,2022-5-4,False,True
Michael McCaul,Republican,House,TX,SONY,2022-5-4,False,True
Michael McCaul,Republican,House,TX,CDW,2022-5-4,False,True
Michael McCaul,Republican,House,TX,KBR,2022-5-4,False,True
Michael McCaul,Republican,House,TX,CB,2022-5-4,False,True
Michael McCaul,Republican,House,TX,AVY,2022-5-4,False,True
Michael McCaul,Republican,House,TX,SNN,2022-5-4,False,True
Michael McCaul,Republican,House,TX,MAS,2022-5-4,False,True
Michael McCaul,Republican,House,TX,ETN,2022-5-4,False,True
Michael McCaul,Republican,House,TX,PLXS,2022-5-4,False,True
Michael McCaul,Republican,House,TX,HSIC,2022-5-4,False,True
Michael McCaul,Republican,House,TX,CMCSA,2022-5-4,False,True
Michael McCaul,Republican,House,TX,DOV,2022-5-4,False,True
Michael McCaul,Republican,House,TX,ACGL,2022-5-4,False,True
Michael McCaul,Republican,House,TX,KW,2022-5-4,False,True
Michael McCaul,Republican,House,TX,IPG,2022-5-4,False,True
Michael McCaul,Republican,House,TX,UNH,2022-5-5,False,True
Michael McCaul,Republican,House,TX,BKNG,2022-5-4,False,True
Michael McCaul,Republican,House,TX,META,2022-5-4,False,True
Michael McCaul,Republican,House,TX,MU,2022-5-4,False,True
Michael McCaul,Republican,House,TX,DLTR,2022-5-4,False,True
Michael McCaul,Republican,House,TX,UL,2022-5-4,False,True
Michael McCaul,Republican,House,TX,DG,2022-5-4,False,True
Michael McCaul,Republican,House,TX,FCFS,2022-5-4,False,True
Michael McCaul,Republican,House,TX,SLB,2022-5-4,False,True
Michael McCaul,Republican,House,TX,PCAR,2022-5-4,False,True
Michael McCaul,Republican,House,TX,BRK/B,2022-5-4,False,True
Michael McCaul,Republican,House,TX,HLT,2022-5-3,False,True
Michael McCaul,Republican,House,TX,C,2022-5-3,False,True
Michael McCaul,Republican,House,TX,MSFT,2022-5-3,False,True
Michael McCaul,Republican,House,TX,COF,2022-5-3,False,True
Michael McCaul,Republican,House,TX,GE,2022-5-3,False,True
Michael McCaul,Republican,House,TX,LYB,2022-5-3,False,True
Michael McCaul,Republican,House,TX,CMCSA,2022-5-3,False,True
Michael McCaul,Republican,House,TX,MS,2022-5-3,False,True
Michael McCaul,Republican,House,TX,GS,2022-5-3,False,True
Michael McCaul,Republican,House,TX,LBRDA,2022-5-3,False,True
Michael McCaul,Republican,House,TX,UNH,2022-5-3,False,True
Michael McCaul,Republican,House,TX,AMZN,2022-5-3,False,True
Michael McCaul,Republican,House,TX,MSFT,2022-5-8,False,True
Michael McCaul,Republican,House,TX,CDK,2022-5-5,False,True
Michael McCaul,Republican,House,TX,HLF,2022-5-5,False,True
Michael McCaul,Republican,House,TX,N/A,2022-5-24,False,True
Michael McCaul,Republican,House,TX,ADP,2022-5-3,False,True
Michael McCaul,Republican,House,TX,GM,2022-5-19,False,True
Michael McCaul,Republican,House,TX,N/A,2022-5-11,False,True
Michael McCaul,Republican,House,TX,N/A,2022-5-8,False,True
Michael McCaul,Republican,House,TX,ELV,2022-5-25,False,True
Michael McCaul,Republican,House,TX,ELV,2022-5-5,False,True
Michael McCaul,Republican,House,TX,ZTS,2022-5-3,False,True
Michael McCaul,Republican,House,TX,N/A,2022-5-2,False,True
Michael McCaul,Republican,House,TX,N/A,2022-5-19,True,False
Michael McCaul,Republican,House,TX,FDX,2022-5-12,True,False
Michael McCaul,Republican,House,TX,T,2022-5-15,True,False
Michael McCaul,Republican,House,TX,PRGO,2022-5-23,True,False
Michael McCaul,Republican,House,TX,LVS,2022-5-4,True,False
Michael McCaul,Republican,House,TX,EQH,2022-5-4,True,False
Michael McCaul,Republican,House,TX,PRGO,2022-5-24,True,False
Michael McCaul,Republican,House,TX,TPR,2022-5-18,True,False
