Name,Party,Chamber,State,Ticker,Date,Buy,Sell
Michael McCaul,Republican,House,TX,VMFXX,2023-8-6,False,True
Michael McCaul,Republican,House,TX,QQQ,2023-7-31,False,True
Michael McCaul,Republican,House,TX,VOO,2023-7-31,False,True
Michael McCaul,Republican,House,TX,VTI,2023-7-31,False,True
Michael McCaul,Republican,House,TX,VWLUX,2023-7-31,True,False
Michael McCaul,Republican,House,TX,AZN,2023-8-13,False,True
Michael McCaul,Republican,House,TX,ADSK,2023-8-17,False,True
Michael McCaul,Republican,House,TX,N/A,2023-8-1,False,True
Michael McCaul,Republican,House,TX,N/A,2023-8-2,True,False
Michael McCaul,Republican,House,TX,N/A,2023-8-9,True,False
Michael McCaul,Republican,House,TX,N/A,2023-8-22,True,False
Michael McCaul,Republican,House,TX,FLT,2023-8-30,False,True
Michael McCaul,Republican,House,TX,N/A,2023-7-31,True,False
Michael McCaul,Republican,House,TX,N/A,2023-7-31,False,True
Michael McCaul,Republican,House,TX,N/A,2023-8-1,False,True
Michael McCaul,Republican,House,TX,FTNT,2023-8-7,True,False
Michael McCaul,Republican,House,TX,FTNT,2023-8-22,True,False
Michael McCaul,Republican,House,TX,FTNT,2023-8-30,True,False
Michael McCaul,Republican,House,TX,N/A,2023-8-14,False,True
Michael McCaul,Republican,House,TX,GE,2023-8-21,False,True
Michael McCaul,Republican,House,TX,GE,2023-8-22,False,True
Michael McCaul,Republican,House,TX,G,2023-8-24,True,False
Michael McCaul,Republican,House,TX,N/A,2023-8-14,False,True
Michael McCaul,Republican,House,TX,N/A,2023-8-23,False,True
Michael McCaul,Republican,House,TX,N/A,2023-8-23,False,True
Michael McCaul,Republican,House,TX,N/A,2023-8-23,False,True
Michael McCaul,Republican,House,TX,N/A,2023-8-27,True,False
Michael McCaul,Republican,House,TX,N/A,2023-8-15,True,False
Michael McCaul,Republican,House,TX,MAR,2023-8-15,False,True
Michael McCaul,Republican,House,TX,N/A,2023-7-31,False,True
Michael McCaul,Republican,House,TX,META,2023-8-3,False,True
Michael McCaul,Republican,House,TX,N/A,2023-8-14,False,True
Michael McCaul,Republican,House,TX,NBIX,2023-8-13,True,False
Michael McCaul,Republican,House,TX,N/A,2023-7-31,False,True
Michael McCaul,Republican,House,TX,N/A,2023-7-31,False,True
Michael McCaul,Republican,House,TX,NVDA,2023-8-17,True,False
Michael McCaul,Republican,House,TX,NVDA,2023-8-27,True,False
Michael McCaul,Republican,House,TX,PAYC,2023-8-13,True,False
Michael McCaul,Republican,House,TX,PAYC,2023-8-30,True,False
Michael McCaul,Republican,House,TX,PYPL,2023-8-22,False,True
Michael McCaul,Republican,House,TX,PYPL,2023-8-30,False,True
Michael McCaul,Republican,House,TX,N/A,2023-8-8,True,False
Michael McCaul,Republican,House,TX,N/A,2023-8-1,True,False
Michael McCaul,Republican,House,TX,N/A,2023-8-13,True,False
Michael McCaul,Republican,House,TX,N/A,2023-8-30,True,False
Michael McCaul,Republican,House,TX,SAP,2023-8-21,True,False
Michael McCaul,Republican,House,TX,SHEL,2023-8-14,True,False
Michael McCaul,Republican,House,TX,N/A,2023-7-31,False,True
Michael McCaul,Republican,House,TX,SEDG,2023-8-7,False,True
Michael McCaul,Republican,House,TX,V,2023-8-27,False,True
Michael McCaul,Republican,House,TX,N/A,2023-7-31,False,True
Michael McCaul,Republican,House,TX,N/A,2023-8-7,False,True
Michael McCaul,Republican,House,TX,N/A,2023-7-31,False,True
Michael McCaul,Republican,House,TX,N/A,2023-8-1,True,False
Michael McCaul,Republican,House,TX,N/A,2023-8-14,True,False
Michael McCaul,Republican,House,TX,MSDA,2023-8-6,True,False
Michael McCaul,Republican,House,TX,ALL,2023-8-7,True,False
Michael McCaul,Republican,House,TX,AIG,2023-8-7,False,True
Michael McCaul,Republican,House,TX,C,2023-8-7,True,False
Michael McCaul,Republican,House,TX,CNHI,2023-8-15,False,True
Michael McCaul,Republican,House,TX,CNHI,2023-8-16,False,True
Michael McCaul,Republican,House,TX,PM,2023-8-28,False,True
Michael McCaul,Republican,House,TX,ST,2023-8-15,True,False
Michael McCaul,Republican,House,TX,ST,2023-8-16,True,False
Michael McCaul,Republican,House,TX,TPR,2023-8-14,True,False
Michael McCaul,Republican,House,TX,TSN,2023-8-17,True,False
Michael McCaul,Republican,House,TX,OGVXX,2023-7-31,True,False
Michael McCaul,Republican,House,TX,N/A,2023-7-31,True,False
Michael McCaul,Republican,House,TX,N/A,2023-7-31,True,False
Michael McCaul,Republican,House,TX,VMFXX,2023-8-6,False,True
Michael McCaul,Republican,House,TX,QQQ,2023-7-31,False,True
Michael McCaul,Republican,House,TX,VOO,2023-7-31,False,True
Michael McCaul,Republican,House,TX,VTI,2023-7-31,False,True
Michael McCaul,Republican,House,TX,VWLUX,2023-7-31,True,False
Dan Sullivan,Republican,Senate,AK,ACN,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,ALGN,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,GOOGL,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,AMZN,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,AXP,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,AME,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,APH,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,AAPL,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,BLK,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,BKNG,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,BMY,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,SCHW,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,CVX,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,CHD,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,COST,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,CVS,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,HON,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,JNJ,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,JPM,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,LH,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,LRCX,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,MA,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,MSFT,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,NTRS,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,PXD,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,PNC,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,PPG,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,LUV,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,TMO,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,TJX,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,TSCO,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,ULTA,2023-8-21,False,True
Dan Sullivan,Republican,Senate,AK,ZTS,2023-8-21,False,True
Richard Blumenthal,Democrat,Senate,CT,RADI,2023-8-13,False,True
Richard Blumenthal,Democrat,Senate,CT,KDP,2023-8-23,False,True
Richard Blumenthal,Democrat,Senate,CT,RADI,2023-8-13,False,True
Thomas Kean Jr,Republican,House,NJ,CCK,2023-4-18,True,False
Thomas Kean Jr,Republican,House,NJ,DHR,2023-7-30,True,False
Thomas Kean Jr,Republican,House,NJ,FIS,2023-5-3,False,True
Thomas Kean Jr,Republican,House,NJ,FIS,2023-6-11,True,False
Thomas Kean Jr,Republican,House,NJ,GPN,2023-6-11,False,True
Thomas Kean Jr,Republican,House,NJ,JPM,2023-4-2,True,False
Katie Britt,Republican,Senate,AL,N/A,2023-8-24,True,False
Josh Gottheimer,Democrat,House,NJ,ADYEY,2023-8-20,True,False
Josh Gottheimer,Democrat,House,NJ,GOOGL,2023-8-13,True,False
Josh Gottheimer,Democrat,House,NJ,AAPL,2023-8-6,False,True
Josh Gottheimer,Democrat,House,NJ,ASAZY,2023-8-20,True,False
Josh Gottheimer,Democrat,House,NJ,ASAZY,2023-8-21,True,False
Josh Gottheimer,Democrat,House,NJ,SQ,2023-8-21,False,True
