Name,Party,Chamber,State,Ticker,Date,Buy,Sell
Michael McCaul,Republican,House,TX,META,2025-1-8,False,True
Michael McCaul,Republican,House,TX,ANET,2025-1-8,False,True
Michael McCaul,Republican,House,TX,TSM,2025-1-8,False,True
Michael McCaul,Republican,House,TX,V,2025-1-8,False,True
Michael McCaul,Republican,House,TX,AA,2025-1-8,False,True
Michael McCaul,Republican,House,TX,SAP,2025-1-8,False,True
Michael McCaul,Republican,House,TX,ADSK,2025-1-29,False,True
Michael McCaul,Republican,House,TX,ELV,2025-1-8,False,True
Michael McCaul,Republican,House,TX,AAPL,2025-1-26,False,True
Michael McCaul,Republican,House,TX,AER,2025-1-8,False,True
Michael McCaul,Republican,House,TX,DFS,2025-1-8,False,True
Michael McCaul,Republican,House,TX,CVX,2025-1-22,False,True
Michael McCaul,Republican,House,TX,N/A,2025-1-12,False,True
Michael McCaul,Republican,House,TX,BAYRY,2025-1-8,False,True
Michael McCaul,Republican,House,TX,HUM,2025-1-8,False,True
Michael McCaul,Republican,House,TX,N/A,2025-1-1,False,True
Michael McCaul,Republican,House,TX,CHTR,2025-1-8,False,True
Michael McCaul,Republican,House,TX,SHEL,2025-1-8,False,True
Michael McCaul,Republican,House,TX,CMCSA,2025-1-8,False,True
Michael McCaul,Republican,House,TX,AON,2025-1-8,False,True
Michael McCaul,Republican,House,TX,UNH,2025-1-8,False,True
Michael McCaul,Republican,House,TX,AMZN,2025-1-8,False,True
Michael McCaul,Republican,House,TX,WDAY,2025-1-8,False,True
Michael McCaul,Republican,House,TX,N/A,2025-1-1,False,True
Michael McCaul,Republican,House,TX,N/A,2025-1-1,False,True
Michael McCaul,Republican,House,TX,HLI,2025-1-15,False,True
Michael McCaul,Republican,House,TX,PROSY,2025-1-8,False,True
Michael McCaul,Republican,House,TX,AAPL,2025-1-20,False,True
Michael McCaul,Republican,House,TX,N/A,2025-1-9,False,True
Michael McCaul,Republican,House,TX,TPR,2025-1-22,False,True
Michael McCaul,Republican,House,TX,COP,2025-1-8,False,True
Michael McCaul,Republican,House,TX,N/A,2025-1-1,False,True
Michael McCaul,Republican,House,TX,N/A,2025-1-1,False,True
Michael McCaul,Republican,House,TX,ADBE,2025-1-7,False,True
Michael McCaul,Republican,House,TX,BECN,2025-1-16,False,True
Michael McCaul,Republican,House,TX,AAPL,2025-1-29,False,True
Michael McCaul,Republican,House,TX,FIS,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,AAON,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,AAON,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,ACN,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,ADBE,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,WMS,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,AMD,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,BABA,2025-1-28,True,False
Rob Bresnahan,Republican,House,PA,BABA,2025-1-28,True,False
Rob Bresnahan,Republican,House,PA,BABA,2025-1-29,True,False
Rob Bresnahan,Republican,House,PA,BABA,2025-1-28,True,False
Rob Bresnahan,Republican,House,PA,GOOGL,2025-1-20,False,True
Rob Bresnahan,Republican,House,PA,GOOGL,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,ANSS,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,APPF,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,ANET,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,TEAM,2025-1-27,True,False
Rob Bresnahan,Republican,House,PA,TEAM,2025-1-27,True,False
Rob Bresnahan,Republican,House,PA,TEAM,2025-1-27,True,False
Rob Bresnahan,Republican,House,PA,AXON,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,BRK/B,2025-1-14,False,True
Rob Bresnahan,Republican,House,PA,BRK/B,2025-1-14,False,True
Rob Bresnahan,Republican,House,PA,BRK/B,2025-1-12,True,False
Rob Bresnahan,Republican,House,PA,BRK/B,2025-1-12,True,False
Rob Bresnahan,Republican,House,PA,BRK/B,2025-1-14,True,False
Rob Bresnahan,Republican,House,PA,BRK/B,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,BRK/B,2025-1-12,True,False
Rob Bresnahan,Republican,House,PA,BRK/B,2025-1-12,True,False
Rob Bresnahan,Republican,House,PA,BERY,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,BA,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,BAH,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,AVGO,2025-1-27,False,True
Rob Bresnahan,Republican,House,PA,BR,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,BRO,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,CDNS,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,CDW,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,CELH,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,CVX,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,CMG,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,CHDN,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,CLH,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,KO,2025-1-20,False,True
Rob Bresnahan,Republican,House,PA,FIX,2025-1-12,False,True
Rob Bresnahan,Republican,House,PA,N/A,2025-1-28,False,True
Rob Bresnahan,Republican,House,PA,N/A,2025-1-28,False,True
