Name,Party,Chamber,State,Ticker,Date,Buy,Sell
Virginia Foxx,Republican,House,NC,SJT,2022-8-10,True,False
Virginia Foxx,Republican,House,NC,SJT,2022-8-18,True,False
Virginia Foxx,Republican,House,NC,SJT,2022-8-22,True,False
Virginia Foxx,Republican,House,NC,SJT,2022-8-23,True,False
Virginia Foxx,Republican,House,NC,SJT,2022-8-25,True,False
Virginia Foxx,Republican,House,NC,SJT,2022-8-28,True,False
Virginia Foxx,Republican,House,NC,SJT,2022-8-30,True,False
Virginia Foxx,Republican,House,NC,SIRE,2022-8-23,True,False
Virginia Foxx,Republican,House,NC,USDP,2022-8-29,True,False
Virginia Foxx,Republican,House,NC,VGR,2022-8-3,True,False
Virginia Foxx,Republican,House,NC,VGR,2022-8-4,True,False
Virginia Foxx,Republican,House,NC,VGR,2022-8-16,True,False
Virginia Foxx,Republican,House,NC,VGR,2022-8-21,True,False
Virginia Foxx,Republican,House,NC,VGR,2022-8-23,True,False
Virginia Foxx,Republican,House,NC,VGR,2022-8-25,True,False
Virginia Foxx,Republican,House,NC,VGR,2022-8-29,True,False
Virginia Foxx,Republican,House,NC,VGR,2022-8-30,True,False
Neal Dunn,Republican,House,FL,T,2022-8-14,True,False
Neal Dunn,Republican,House,FL,CADE,2022-8-9,True,False
Neal Dunn,Republican,House,FL,CADE,2022-8-14,True,False
Neal Dunn,Republican,House,FL,COF,2022-8-14,True,False
Neal Dunn,Republican,House,FL,COF,2022-8-9,True,False
Neal Dunn,Republican,House,FL,JPM,2022-8-9,True,False
Neal Dunn,Republican,House,FL,JPM,2022-8-14,True,False
Neal Dunn,Republican,House,FL,KEY,2022-8-14,True,False
Neal Dunn,Republican,House,FL,KEY,2022-8-9,True,False
Neal Dunn,Republican,House,FL,KEY,2022-8-9,True,False
Neal Dunn,Republican,House,FL,RF,2022-8-9,True,False
Neal Dunn,Republican,House,FL,RF,2022-8-9,True,False
Neal Dunn,Republican,House,FL,RF,2022-8-14,True,False
Neal Dunn,Republican,House,FL,N/A,2022-8-14,True,False
Neal Dunn,Republican,House,FL,USB,2022-8-14,True,False
Neal Dunn,Republican,House,FL,WFC,2022-8-14,True,False
