Name,Party,Chamber,State,Ticker,Date,Buy,Sell
Michael McCaul,Republican,House,TX,N/A,2024-10-20,True,False
Michael McCaul,Republican,House,TX,FCFS,2024-10-29,True,False
Michael McCaul,Republican,House,TX,NVO,2024-10-30,True,False
Michael McCaul,Republican,House,TX,DT,2024-10-24,True,False
Michael McCaul,Republican,House,TX,FTNT,2024-10-24,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-23,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-8,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-20,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-17,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-17,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-8,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-6,False,True
Michael McCaul,Republican,House,TX,N/A,2024-10-24,False,True
Michael McCaul,Republican,House,TX,AIT,2024-10-27,False,True
Michael McCaul,Republican,House,TX,N/A,2024-10-29,False,True
Michael McCaul,Republican,House,TX,GEV,2024-10-2,False,True
Michael McCaul,Republican,House,TX,V,2024-10-24,False,True
Michael McCaul,Republican,House,TX,INTU,2024-10-24,False,True
Michael McCaul,Republican,House,TX,CSL,2024-10-9,False,True
Michael McCaul,Republican,House,TX,N/A,2024-10-29,False,True
Michael McCaul,Republican,House,TX,OXY,2024-10-23,False,True
Michael McCaul,Republican,House,TX,N/A,2024-10-7,False,True
Michael McCaul,Republican,House,TX,N/A,2024-10-30,False,True
Michael McCaul,Republican,House,TX,N/A,2024-10-20,False,True
Michael McCaul,Republican,House,TX,N/A,2024-10-21,False,True
Michael McCaul,Republican,House,TX,N/A,2024-9-30,False,True
Michael McCaul,Republican,House,TX,COR,2024-10-8,True,False
Michael McCaul,Republican,House,TX,MRK,2024-10-8,False,True
Michael McCaul,Republican,House,TX,IBM,2024-10-27,False,True
Michael McCaul,Republican,House,TX,VWLUX,2024-9-30,True,False
Michael McCaul,Republican,House,TX,DFCEX,2024-9-30,True,False
Michael McCaul,Republican,House,TX,VTI,2024-9-30,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-14,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-8,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-28,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-16,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-17,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-1,True,False
Michael McCaul,Republican,House,TX,N/A,2024-10-20,True,False
