Name,Party,Chamber,State,Ticker,Date,Buy,Sell
Ro Khanna,Democrat,House,CA,MCK,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,CI,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,TMUS,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,KEYS,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,HSIC,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,AVTR,2023-6-12,True,False
Ro Khanna,Democrat,House,CA,BF/A,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,SPG,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,K,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,AVTR,2023-6-27,True,False
Ro Khanna,Democrat,House,CA,CINF,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,CPB,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,OGN,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,GLW,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,L,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,ROL,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,DXC,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,CAG,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,COR,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,TSN,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,GEN,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,WBA,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,CAH,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,KDP,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,SYY,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,BNPQY,2023-6-8,True,False
Ro Khanna,Democrat,House,CA,VRTX,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,BAC,2023-6-28,True,False
Ro Khanna,Democrat,House,CA,AVTR,2023-6-14,True,False
Ro Khanna,Democrat,House,CA,XSP,2023-6-21,False,True
Ro Khanna,Democrat,House,CA,XSP,2023-6-28,False,True
Ro Khanna,Democrat,House,CA,XSP,2023-6-7,False,True
Ro Khanna,Democrat,House,CA,XSP,2023-5-31,False,True
Ro Khanna,Democrat,House,CA,XSP,2023-6-14,False,True
Ro Khanna,Democrat,House,CA,ISRG,2023-6-28,False,True
Ro Khanna,Democrat,House,CA,MRK,2023-6-28,False,True
Ro Khanna,Democrat,House,CA,SBUX,2023-6-28,False,True
Ro Khanna,Democrat,House,CA,WFC,2023-6-28,False,True
Ro Khanna,Democrat,House,CA,ABBV,2023-6-28,False,True
Ro Khanna,Democrat,House,CA,TXN,2023-6-28,False,True
Ro Khanna,Democrat,House,CA,BLK,2023-6-28,False,True
Ro Khanna,Democrat,House,CA,CPRT,2023-6-28,False,True
Ro Khanna,Democrat,House,CA,AJG,2023-6-28,False,True
Ro Khanna,Democrat,House,CA,NDAQ,2023-6-28,False,True
Ro Khanna,Democrat,House,CA,CVS,2023-6-28,False,True
Ro Khanna,Democrat,House,CA,TEL,2023-6-28,False,True
